,fips,fct_date,horizon,avl_date,value,fct_std
0,1.0,2020-11-15,0,2020-11-08,10878.305142056604,2.21280224385439
1,2.0,2020-11-15,0,2020-11-08,3097.477300978415,1.9581055733216945
2,4.0,2020-11-15,0,2020-11-08,11722.28076283692,2.2225779120576887
3,5.0,2020-11-15,0,2020-11-08,8368.52706198211,2.199202411313171
4,6.0,2020-11-15,0,2020-11-08,38047.62839360465,2.185819888549815
5,8.0,2020-11-15,0,2020-11-08,18723.724491285306,2.1297911122836664
6,9.0,2020-11-15,0,2020-11-08,7312.673705247958,1.945534297359115
7,10.0,2020-11-15,0,2020-11-08,1440.5177553782923,2.405629672349988
8,11.0,2020-11-15,0,2020-11-08,612.3821123977432,2.279223475360931
9,12.0,2020-11-15,0,2020-11-08,29561.51336375822,1.837491531913274
10,13.0,2020-11-15,0,2020-11-08,24469.950833393494,1.940511174475483
11,15.0,2020-11-15,0,2020-11-08,683.8153704143369,2.3358231439481667
12,16.0,2020-11-15,0,2020-11-08,7209.51766165244,2.225735914680351
13,17.0,2020-11-15,0,2020-11-08,62240.49453574582,1.9731781467177931
14,18.0,2020-11-15,0,2020-11-08,24808.373294254998,2.2120611694894654
15,19.0,2020-11-15,0,2020-11-08,19513.805497566005,1.876047768591011
16,20.0,2020-11-15,0,2020-11-08,10950.743739324767,2.1412770394946197
17,21.0,2020-11-15,0,2020-11-08,12168.666523458523,2.1657112386437394
18,22.0,2020-11-15,0,2020-11-08,6171.039100429829,2.2173824911252566
19,23.0,2020-11-15,0,2020-11-08,792.3327158361426,2.1875941198045177
20,24.0,2020-11-15,0,2020-11-08,7496.636243120651,2.3146686836291033
21,25.0,2020-11-15,0,2020-11-08,10476.711669806391,2.111707707854341
22,26.0,2020-11-15,0,2020-11-08,32609.72635951673,2.3525935746257955
23,27.0,2020-11-15,0,2020-11-08,23097.720537325193,2.295653964468613
24,28.0,2020-11-15,0,2020-11-08,5681.7729089942295,2.1141723978054796
25,29.0,2020-11-15,0,2020-11-08,21269.980608339596,2.038411654458132
26,30.0,2020-11-15,0,2020-11-08,5931.620820810196,2.2689629375549365
27,31.0,2020-11-15,0,2020-11-08,10014.783676951381,2.0091183846550784
28,32.0,2020-11-15,0,2020-11-08,7606.563055571416,2.291354205044636
29,33.0,2020-11-15,0,2020-11-08,1175.9596909519405,2.113608111941619
30,34.0,2020-11-15,0,2020-11-08,16861.592222150823,1.8183583769582328
31,35.0,2020-11-15,0,2020-11-08,7203.800231957939,2.1292358715965793
32,36.0,2020-11-15,0,2020-11-08,19832.659493855783,2.2288604632099567
33,37.0,2020-11-15,0,2020-11-08,16083.959752213443,2.03048718078663
34,38.0,2020-11-15,0,2020-11-08,8527.769801788614,2.2389015008179336
35,39.0,2020-11-15,0,2020-11-08,31513.770809104375,2.253101001109866
36,40.0,2020-11-15,0,2020-11-08,10528.699859720597,2.0406405645639434
37,41.0,2020-11-15,0,2020-11-08,4380.304394950712,2.1495302331810215
38,42.0,2020-11-15,0,2020-11-08,20556.582310919883,2.1230713810102557
39,44.0,2020-11-15,0,2020-11-08,3687.880560560625,2.3027326705373174
40,45.0,2020-11-15,0,2020-11-08,7757.279436596815,2.1402881755116594
41,46.0,2020-11-15,0,2020-11-08,7813.455380281972,2.372079700843107
42,47.0,2020-11-15,0,2020-11-08,19524.11172342248,2.349256004072784
43,48.0,2020-11-15,0,2020-11-08,65642.39073572378,2.115263653741734
44,49.0,2020-11-15,0,2020-11-08,15526.982036320871,2.331501746304797
45,50.0,2020-11-15,0,2020-11-08,253.28170740429323,2.2597526319569594
46,51.0,2020-11-15,0,2020-11-08,9091.621210164565,2.1229688644509057
47,53.0,2020-11-15,0,2020-11-08,9020.648867018812,2.22986834009247
48,54.0,2020-11-15,0,2020-11-08,3161.260760777739,2.387092366003377
49,55.0,2020-11-15,0,2020-11-08,38833.03009819053,1.8389696166585796
50,56.0,2020-11-15,0,2020-11-08,3171.019933259413,2.2697542305332497
51,66.0,2020-11-15,0,2020-11-08,519.1507283760593,1.9023932744884333
52,69.0,2020-11-15,0,2020-11-08,4.2050433323656335,2.2884901857795006
53,72.0,2020-11-15,0,2020-11-08,3392.9781486456923,2.300814815393729
54,78.0,2020-11-15,0,2020-11-08,22.881978491034488,2.212889922835248
55,US,2020-11-15,0,2020-11-08,779032.7680662777,2.4620994788914574
56,1.0,2020-11-22,1,2020-11-08,11262.215637156827,3.9286112922816914
57,2.0,2020-11-22,1,2020-11-08,3315.3691378717012,3.5957189694047984
58,4.0,2020-11-22,1,2020-11-08,13093.060501463886,3.635937457238371
59,5.0,2020-11-22,1,2020-11-08,9111.619043327082,3.3381936535329793
60,6.0,2020-11-22,1,2020-11-08,43449.157220484456,3.744444174058236
61,8.0,2020-11-22,1,2020-11-08,22074.86350423863,3.751906472003861
62,9.0,2020-11-22,1,2020-11-08,8256.606731443157,3.3553570219949886
63,10.0,2020-11-22,1,2020-11-08,1626.8790076371515,4.015999176397448
64,11.0,2020-11-22,1,2020-11-08,696.9227957424264,3.779145307743867
65,12.0,2020-11-22,1,2020-11-08,32007.10692731163,3.4409669402154104
66,13.0,2020-11-22,1,2020-11-08,24216.434679905302,3.26461923720981
67,15.0,2020-11-22,1,2020-11-08,696.0744250212847,3.718007192175094
68,16.0,2020-11-22,1,2020-11-08,7692.143708445161,3.5431791377020234
69,17.0,2020-11-22,1,2020-11-08,67902.53291978047,3.334663150135494
70,18.0,2020-11-22,1,2020-11-08,27787.524762527493,3.685169452888147
71,19.0,2020-11-22,1,2020-11-08,23404.55539948042,3.1172898459576484
72,20.0,2020-11-22,1,2020-11-08,12647.605357757653,3.5379179917035244
73,21.0,2020-11-22,1,2020-11-08,13365.993028339668,3.669237556777529
74,22.0,2020-11-22,1,2020-11-08,7134.932251393533,3.6339545105945663
75,23.0,2020-11-22,1,2020-11-08,897.5820296582006,3.5831528571715996
76,24.0,2020-11-22,1,2020-11-08,8550.787914336688,3.867308939268745
77,25.0,2020-11-22,1,2020-11-08,12385.164492608688,3.5704688023844673
78,26.0,2020-11-22,1,2020-11-08,36384.64492083568,3.87105019382053
79,27.0,2020-11-22,1,2020-11-08,28050.62588437146,3.6361025955876536
80,28.0,2020-11-22,1,2020-11-08,6180.754377704317,3.3898637005752565
81,29.0,2020-11-22,1,2020-11-08,24386.92021774978,3.5600385610100176
82,30.0,2020-11-22,1,2020-11-08,6218.147915470465,3.6631275883028374
83,31.0,2020-11-22,1,2020-11-08,11128.85020630587,3.3332534248622365
84,32.0,2020-11-22,1,2020-11-08,8376.33695964406,3.887212417992498
85,33.0,2020-11-22,1,2020-11-08,1397.2425440533098,3.6748417791052477
86,34.0,2020-11-22,1,2020-11-08,19790.027961181593,3.412551722808699
87,35.0,2020-11-22,1,2020-11-08,7826.9420748936245,3.7558576033979647
88,36.0,2020-11-22,1,2020-11-08,23457.84726604633,3.8272207057541228
89,37.0,2020-11-22,1,2020-11-08,16667.22123217513,3.633555414129287
90,38.0,2020-11-22,1,2020-11-08,8979.495538233736,3.7854044458449163
91,39.0,2020-11-22,1,2020-11-08,36164.71762437292,3.743461306354196
92,40.0,2020-11-22,1,2020-11-08,12529.282173006999,3.5798535494289205
93,41.0,2020-11-22,1,2020-11-08,4990.503172540251,3.394449583689519
94,42.0,2020-11-22,1,2020-11-08,23052.89358080254,3.3695816312458637
95,44.0,2020-11-22,1,2020-11-08,4084.13069077408,3.852438540900432
96,45.0,2020-11-22,1,2020-11-08,8191.631788821862,3.7088267528573486
97,46.0,2020-11-22,1,2020-11-08,8630.350924876373,3.9967078462913435
98,47.0,2020-11-22,1,2020-11-08,21352.275983575208,4.113879025575465
99,48.0,2020-11-22,1,2020-11-08,70624.39699851186,3.8182877310135854
100,49.0,2020-11-22,1,2020-11-08,16909.61930383634,3.8248565050090235
101,50.0,2020-11-22,1,2020-11-08,314.1998291264222,3.7657038024419904
102,51.0,2020-11-22,1,2020-11-08,9421.06257431506,3.554255627475491
103,53.0,2020-11-22,1,2020-11-08,10188.973932287947,3.79769048917565
104,54.0,2020-11-22,1,2020-11-08,3660.1322640353173,4.085206962127108
105,55.0,2020-11-22,1,2020-11-08,40737.74684057012,3.2147569393099618
106,56.0,2020-11-22,1,2020-11-08,3707.631870052024,4.168422106197066
