,fips,fct_date,horizon,avl_date,value,fct_std
0,1001,2020-07-26,0,2020-07-19,106.99596602892984,2.1613481275881243
1,1003,2020-07-26,0,2020-07-19,558.2912126446745,2.4377677178134505
2,1005,2020-07-26,0,2020-07-19,58.907246858423036,2.236811131703569
3,1007,2020-07-26,0,2020-07-19,37.023281184841494,1.8207884162401289
4,1009,2020-07-26,0,2020-07-19,88.52753836692114,2.099600576203214
5,1011,2020-07-26,0,2020-07-19,16.299525257184996,2.3418976116975774
6,1013,2020-07-26,0,2020-07-19,28.814546072805,2.1208097442944713
7,1015,2020-07-26,0,2020-07-19,203.0145664693407,1.885477343806734
8,1017,2020-07-26,0,2020-07-19,56.37589157461514,1.9464477834673923
9,1019,2020-07-26,0,2020-07-19,31.677394981337613,1.9502389717544912
10,1021,2020-07-26,0,2020-07-19,83.98910730141893,1.7029776159735501
11,1023,2020-07-26,0,2020-07-19,15.40211180151698,2.1585624684113207
12,1025,2020-07-26,0,2020-07-19,55.39919338449437,3.232305128336611
13,1027,2020-07-26,0,2020-07-19,27.190231119693124,1.8109027381967964
14,1029,2020-07-26,0,2020-07-19,12.551738998511524,2.579394250270662
15,1031,2020-07-26,0,2020-07-19,80.87727672903384,1.9370764620968697
16,1033,2020-07-26,0,2020-07-19,167.9271648703218,2.652792891775482
17,1035,2020-07-26,0,2020-07-19,38.167052240204725,2.116590941579025
18,1037,2020-07-26,0,2020-07-19,4.802969600335615,1.6840275966042668
19,1039,2020-07-26,0,2020-07-19,85.51702893723984,1.527893753934322
20,1041,2020-07-26,0,2020-07-19,34.26600648957424,2.08330354711035
21,1043,2020-07-26,0,2020-07-19,155.38159765748333,1.909232825574962
22,1045,2020-07-26,0,2020-07-19,97.74697261226618,2.246440388221555
23,1047,2020-07-26,0,2020-07-19,111.46035630096412,2.0550530960016387
24,1049,2020-07-26,0,2020-07-19,261.7217782040632,1.5247411345316189
25,1051,2020-07-26,0,2020-07-19,158.87078023721165,1.3453835947679456
26,1053,2020-07-26,0,2020-07-19,143.12556502505436,2.214418847009943
27,1055,2020-07-26,0,2020-07-19,264.6168159422682,2.37959323073751
28,1057,2020-07-26,0,2020-07-19,19.22419871640102,2.3775687327596744
29,1059,2020-07-26,0,2020-07-19,62.92106094024393,2.1918376673407693
30,1061,2020-07-26,0,2020-07-19,38.87249356096905,2.3395017725050113
31,1063,2020-07-26,0,2020-07-19,16.609491692069156,2.0770538709503312
32,1065,2020-07-26,0,2020-07-19,36.19503540391571,1.6670044661403836
33,1067,2020-07-26,0,2020-07-19,23.630482876303404,1.2270107096101626
34,1069,2020-07-26,0,2020-07-19,183.6080749110804,1.9628577835620291
35,1071,2020-07-26,0,2020-07-19,109.2064492385565,2.375697710891443
36,1073,2020-07-26,0,2020-07-19,1693.2321735932746,2.0297584022879422
37,1075,2020-07-26,0,2020-07-19,14.183894648188328,1.6608164585456702
38,1077,2020-07-26,0,2020-07-19,143.05652217691772,1.900178918945197
39,1079,2020-07-26,0,2020-07-19,38.64294646450918,2.612475548979925
40,1081,2020-07-26,0,2020-07-19,305.8804744262793,1.7576027219517567
41,1083,2020-07-26,0,2020-07-19,158.21632403236458,2.72015143139254
42,1085,2020-07-26,0,2020-07-19,25.05517305074693,1.9385988920474322
43,1087,2020-07-26,0,2020-07-19,30.140757251275886,1.722678505324259
44,1089,2020-07-26,0,2020-07-19,871.5273938857226,2.746344802740808
45,1091,2020-07-26,0,2020-07-19,52.33454344929805,2.5367725918043145
46,1093,2020-07-26,0,2020-07-19,76.25385352335786,2.3812569486548028
47,1095,2020-07-26,0,2020-07-19,308.04332269147744,2.0889832068466596
48,1097,2020-07-26,0,2020-07-19,1095.552488200915,2.2090810887143784
49,1099,2020-07-26,0,2020-07-19,43.241089953401456,1.898286674896681
50,1101,2020-07-26,0,2020-07-19,546.5032349591993,1.8537118745080408
51,1103,2020-07-26,0,2020-07-19,277.64256875430647,1.859776188041602
52,1105,2020-07-26,0,2020-07-19,58.991860284995084,2.2437133636132582
53,1107,2020-07-26,0,2020-07-19,32.28427605469324,1.967564652656771
54,1109,2020-07-26,0,2020-07-19,49.49619118730823,1.957601638861947
55,1111,2020-07-26,0,2020-07-19,44.048410781401174,2.2276055031950444
56,1113,2020-07-26,0,2020-07-19,163.615020071888,2.4031340596973307
57,1115,2020-07-26,0,2020-07-19,207.6710130848146,2.120672141354184
58,1117,2020-07-26,0,2020-07-19,444.72696075207205,2.0940195114552704
59,1119,2020-07-26,0,2020-07-19,18.222975035867194,1.778429334249702
60,1121,2020-07-26,0,2020-07-19,143.44747323434626,2.232297486503549
61,1123,2020-07-26,0,2020-07-19,56.150841814178534,1.6288987450386732
62,1125,2020-07-26,0,2020-07-19,391.4562707980067,2.5685273251359177
63,1127,2020-07-26,0,2020-07-19,143.28657248912714,2.3186957418128937
64,1129,2020-07-26,0,2020-07-19,55.36051766419769,2.1919264853720017
65,1131,2020-07-26,0,2020-07-19,27.206823415948406,2.517562828268994
66,1133,2020-07-26,0,2020-07-19,40.19483236318774,3.019977706187764
67,2013,2020-07-26,0,2020-07-19,0.21154764308713014,1.5192350930949656
68,2016,2020-07-26,0,2020-07-19,0.9785179510363,2.7100287430655827
69,2020,2020-07-26,0,2020-07-19,243.51652955946315,2.1084276961480417
70,2050,2020-07-26,0,2020-07-19,2.3217338785001225,1.8697836921553865
71,2060,2020-07-26,0,2020-07-19,1.375132050266636,2.3516528560893795
72,2068,2020-07-26,0,2020-07-19,0.28790795291517535,2.169760298920738
