FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11
48001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,2.4849066497880004,2.6390573296152584,2.1972245773362196,2.5649493574615367,2.1972245773362196,2.1972245773362196,2.70805020110221,2.70805020110221,2.833213344056216,2.302585092994046,4.007333185232471,5.958424693029782,5.3981627015177525,4.812184355372417,4.23410650459726,5.262690188904886,3.5553480614894135,0.0,4.1588830833596715,3.9512437185814275,5.342334251964811,4.127134385045092,3.8066624897703196,1.3862943611198906,3.332204510175204,3.6109179126442243,3.4657359027997265,3.6375861597263857,4.553876891600541,4.248495242049359,5.1298987149230735,4.204692619390966,4.927253685157205,4.795790545596741,5.303304908059076,4.624972813284271,6.2878585601617845,5.214935757608986,4.394449154672439,5.153291594497779,4.48863636973214,5.099866427824199,3.4339872044851463,2.9444389791664403,3.6888794541139363,2.833213344056216,2.302585092994046,1.3862943611198906,2.1972245773362196,0.0,0.0,2.4849066497880004
48003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,2.6390573296152584,3.044522437723423,3.5553480614894135,4.04305126783455,3.4657359027997265,3.6375861597263857,3.4011973816621555,3.7376696182833684,3.713572066704308,2.8903717578961645,1.791759469228055,3.258096538021482,2.4849066497880004,2.4849066497880004,2.5649493574615367,3.4657359027997265,3.970291913552122,3.6109179126442243,3.6109179126442243,3.6635616461296463,4.07753744390572,3.4965075614664802,3.784189633918261,0.0,3.4339872044851463,2.995732273553991,0.0,3.970291913552122,3.332204510175204,1.6094379124341003,0.0,3.1780538303479458,2.9444389791664403,3.1354942159291497,1.9459101490553132,0.0,2.70805020110221,0.0,2.70805020110221,0.0,3.367295829986474,0.0,0.6931471805599453,0.0
48005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0794415416798357,1.791759469228055,1.9459101490553132,2.5649493574615367,2.9444389791664403,3.8066624897703196,3.6635616461296463,3.367295829986474,3.6109179126442243,3.4657359027997265,4.276666119016055,4.2626798770413155,4.430816798843313,4.343805421853684,5.308267697401205,5.54907608489522,5.14166355650266,5.488937726156687,5.003946305945459,4.700480365792417,3.8501476017100584,3.8918202981106265,2.3978952727983707,4.07753744390572,3.713572066704308,3.4339872044851463,3.8066624897703196,3.2188758248682006,3.6109179126442243,3.258096538021482,3.6888794541139363,4.454347296253507,5.087596335232384,5.4116460518550396,5.176149732573829,5.730099782973574,4.948759890378168,5.971261839790462,5.293304824724492,5.472270673671475,5.575949103146316,0.0,4.5217885770490405,0.0,5.159055299214529,4.867534450455582,0.0,5.54907608489522,4.2626798770413155,3.9512437185814275,2.70805020110221,4.727387818712341,3.8918202981106265,4.418840607796598,4.59511985013459
48007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2.1972245773362196,2.8903717578961645,2.772588722239781,3.5553480614894135,3.6375861597263857,3.4011973816621555,2.9444389791664403,2.6390573296152584,2.3978952727983707,2.3978952727983707,2.1972245773362196,1.6094379124341003,2.6390573296152584,1.9459101490553132,2.4849066497880004,0.0,1.791759469228055,1.6094379124341003,1.6094379124341003,3.367295829986474,2.9444389791664403,2.0794415416798357,3.5263605246161616,3.8066624897703196,3.4965075614664802,3.713572066704308,4.007333185232471,3.828641396489095,4.127134385045092,4.382026634673881,3.912023005428146,4.2626798770413155,4.23410650459726,3.970291913552122,1.791759469228055,2.5649493574615367,3.367295829986474,2.3978952727983707,2.3978952727983707,2.6390573296152584,3.1780538303479458,2.3978952727983707,1.9459101490553132
48009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,1.6094379124341003,0.0,2.4849066497880004,1.791759469228055,2.302585092994046,2.3978952727983707,1.9459101490553132,0.6931471805599453,2.8903717578961645,0.0,2.302585092994046,2.772588722239781,1.3862943611198906,3.332204510175204,2.302585092994046,3.4339872044851463,3.6109179126442243,3.044522437723423,2.833213344056216,3.332204510175204,3.4339872044851463,2.0794415416798357,3.295836866004329,3.4657359027997265,3.044522437723423,3.6635616461296463,2.6390573296152584,1.791759469228055,1.6094379124341003,0.6931471805599453,2.1972245773362196,2.1972245773362196,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0
48011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,1.791759469228055,1.0986122886681098,1.9459101490553132,0.6931471805599453,1.9459101490553132,1.791759469228055,2.6390573296152584,2.302585092994046,0.6931471805599453,1.9459101490553132,1.6094379124341003,1.791759469228055,0.6931471805599453,2.1972245773362196,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1.0986122886681098,1.9459101490553132
48013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.0986122886681098,2.0794415416798357,1.6094379124341003,0.0,1.791759469228055,1.3862943611198906,3.1780538303479458,2.8903717578961645,3.871201010907891,4.276666119016055,4.997212273764115,3.6375861597263857,2.4849066497880004,3.4657359027997265,4.382026634673881,3.295836866004329,3.1780538303479458,2.0794415416798357,3.6635616461296463,2.4849066497880004,1.6094379124341003,2.4849066497880004,4.3694478524670215,2.1972245773362196,2.772588722239781,3.091042453358316,3.784189633918261,4.859812404361672,4.564348191467836,4.584967478670572,4.6913478822291435,5.247024072160486,5.634789603169249,5.402677381872279,4.0943445622221,5.552959584921617,4.795790545596741,5.805134968916488,5.3981627015177525,5.6240175061873385,5.187385805840755,2.3978952727983707,3.7612001156935624,4.219507705176107,3.4965075614664802,3.7376696182833684,3.970291913552122,3.091042453358316,3.970291913552122,3.6635616461296463
48015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.6094379124341003,2.1972245773362196,2.8903717578961645,2.995732273553991,3.8501476017100584,3.295836866004329,3.258096538021482,3.4657359027997265,2.833213344056216,4.584967478670572,3.7612001156935624,3.7376696182833684,3.295836866004329,2.995732273553991,3.1780538303479458,2.70805020110221,0.0,1.6094379124341003,1.0986122886681098,1.791759469228055,1.3862943611198906,2.3978952727983707,2.70805020110221,2.995732273553991,3.912023005428146,4.174387269895637,3.871201010907891,4.356708826689592,4.584967478670572,4.248495242049359,4.727387818712341,4.795790545596741,4.820281565605037,4.574710978503383,4.532599493153256,4.189654742026425,3.871201010907891,3.5553480614894135,4.110873864173311,3.9512437185814275,3.367295829986474,3.8501476017100584,3.7376696182833684,3.091042453358316,3.58351893845611
48017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.9459101490553132,2.1972245773362196,2.0794415416798357,3.4011973816621555,2.302585092994046,2.1972245773362196,2.302585092994046,2.0794415416798357,2.4849066497880004,3.258096538021482,2.5649493574615367,2.772588722239781,2.1972245773362196,1.791759469228055,0.0,0.0,1.0986122886681098,2.4849066497880004,2.1972245773362196,2.5649493574615367,2.9444389791664403,2.995732273553991,3.4339872044851463,3.58351893845611,3.044522437723423,3.4657359027997265,2.772588722239781,4.007333185232471,3.6375861597263857,2.5649493574615367,2.4849066497880004,1.3862943611198906,2.70805020110221,1.9459101490553132,2.833213344056216,1.9459101490553132,0.6931471805599453,2.70805020110221,0.6931471805599453,2.1972245773362196,1.791759469228055,2.6390573296152584,0.0,1.6094379124341003,0.6931471805599453,2.833213344056216,1.0986122886681098
48019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,2.3978952727983707,2.833213344056216,1.0986122886681098,3.1780538303479458,2.4849066497880004,2.0794415416798357,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,2.833213344056216,0.6931471805599453,1.791759469228055,1.6094379124341003,3.713572066704308,3.1354942159291497,3.4011973816621555,2.70805020110221,3.4339872044851463,3.8501476017100584,4.189654742026425,3.7376696182833684,3.1780538303479458,4.356708826689592,3.5553480614894135,4.127134385045092,3.6375861597263857,4.454347296253507,3.8501476017100584,0.0,2.6390573296152584,3.044522437723423,2.1972245773362196,2.6390573296152584,2.833213344056216,1.9459101490553132,1.791759469228055,2.70805020110221
