FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26
12001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.1354942159291497,3.7376696182833684,3.8918202981106265,4.060443010546419,3.713572066704308,3.4011973816621555,3.4011973816621555,3.4965075614664802,3.091042453358316,3.2188758248682006,3.1780538303479458,2.833213344056216,4.90527477843843,4.955827057601261,5.886104031450156,6.159095388491933,6.285998094508865,6.1903154058531475,6.251903883165888,4.543294782270004
12003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.3862943611198906,1.791759469228055,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,2.1972245773362196,2.4849066497880004,3.8501476017100584,3.970291913552122,4.23410650459726,4.174387269895637,2.70805020110221
12005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,2.8903717578961645,2.5649493574615367,2.4849066497880004,2.70805020110221,2.4849066497880004,0.0,1.9459101490553132,2.3978952727983707,1.3862943611198906,3.2188758248682006,2.8903717578961645,3.8501476017100584,4.762173934797756,5.937536205082426,6.0473721790462776,6.61338421837956,6.917705609835305,4.700480365792417
12007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.8903717578961645,2.8903717578961645,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,2.9444389791664403,2.6390573296152584,3.58351893845611,4.007333185232471,3.7612001156935624,1.6094379124341003
12009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,3.044522437723423,3.828641396489095,3.871201010907891,4.499809670330265,3.6888794541139363,3.8501476017100584,3.4339872044851463,3.4339872044851463,3.4011973816621555,3.4339872044851463,3.4965075614664802,4.477336814478207,5.62040086571715,6.593044534142437,6.80903930604298,6.664409020350408,6.71295620067707,6.731018100482083,4.219507705176107
12011,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.8903717578961645,4.969813299576001,6.476972362889683,6.85751406254539,6.947937068614969,6.939253946041508,6.710523109452428,6.393590753950631,6.259581464064923,6.042632833682381,6.104793232414985,6.035481432524756,6.434546518787453,7.068172000388042,7.587310506022615,8.073714641109857,8.617762246337932,9.068546366358296,9.19806534110057,9.215924750270084,7.0587581525186645
12013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,2.0794415416798357,2.5649493574615367,2.3978952727983707,2.6390573296152584,1.3862943611198906,2.0794415416798357,0.6931471805599453,0.6931471805599453,2.995732273553991,2.1972245773362196,4.007333185232471,3.8918202981106265,3.828641396489095,1.9459101490553132
12015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,3.5263605246161616,4.110873864173311,3.4339872044851463,4.1588830833596715,3.7612001156935624,4.276666119016055,3.970291913552122,3.8501476017100584,3.4965075614664802,3.6375861597263857,3.713572066704308,3.9512437185814275,4.663439094112067,5.298317366548036,5.231108616854587,5.730099782973574,5.627621113690637,3.1354942159291497
12017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,1.791759469228055,2.995732273553991,3.4657359027997265,2.772588722239781,2.5649493574615367,1.3862943611198906,1.6094379124341003,1.791759469228055,2.1972245773362196,0.6931471805599453,1.3862943611198906,2.70805020110221,3.7612001156935624,4.394449154672439,4.68213122712422,5.017279836814924,5.493061443340548,5.66988092298052,3.295836866004329
12019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.8903717578961645,3.912023005428146,4.430816798843313,4.174387269895637,3.784189633918261,2.3978952727983707,3.044522437723423,2.6390573296152584,3.713572066704308,3.258096538021482,2.772588722239781,3.4965075614664802,3.9512437185814275,4.90527477843843,5.768320995793772,6.1463292576688975,6.3578422665081,6.20050917404269,4.174387269895637
