11001,2020-11-01,0,2020-10-25,535.7072944641113,40.04751291751426
11001,2020-11-08,1,2020-10-25,572.498514175415,57.959498277610045
11001,2020-11-15,2,2020-10-25,580.9662227630615,54.07850842542173
11001,2020-11-22,3,2020-10-25,584.0506248474121,62.77770028446158
10001,2020-11-01,0,2020-10-25,499.8913822174072,21.720084668755156
10001,2020-11-08,1,2020-10-25,504.14231872558594,32.41095369434836
10001,2020-11-15,2,2020-10-25,470.67614364624023,21.68377544119269
10001,2020-11-22,3,2020-10-25,462.54590797424316,28.4442936859119
10003,2020-11-01,0,2020-10-25,134.68262815475464,5.362021655175527
10003,2020-11-08,1,2020-10-25,131.35176134109497,7.40573116240071
10003,2020-11-15,2,2020-10-25,124.40854024887085,7.181193960626504
10003,2020-11-22,3,2020-10-25,121.17005825042725,8.180789094678119
10005,2020-11-01,0,2020-10-25,381.72326469421387,10.00264985571299
10005,2020-11-08,1,2020-10-25,405.6692371368408,15.265939443198162
10005,2020-11-15,2,2020-10-25,424.2396183013916,20.4101632174254
10005,2020-11-22,3,2020-10-25,437.4354305267334,24.527288489042895
15001,2020-11-01,0,2020-10-25,872.3091396755642,40.77998055372799
15001,2020-11-08,1,2020-10-25,819.2665439181858,84.21369792895366
15001,2020-11-15,2,2020-10-25,807.7144707573784,134.86234149784974
15001,2020-11-22,3,2020-10-25,803.7825792100695,180.8408072614944
15003,2020-11-01,0,2020-10-25,0.8086235192086961,0.10360390629312786
15003,2020-11-08,1,2020-10-25,0.9333603382110596,0.2209026624642572
15003,2020-11-15,2,2020-10-25,1.045260442627801,0.31402604402740214
15003,2020-11-22,3,2020-10-25,1.1156628264321222,0.36214015728516175
15005,2020-11-01,0,2020-10-25,6.095102469126384,1.5019740096290901
15005,2020-11-08,1,2020-10-25,4.50797285967403,2.1497189825347216
15005,2020-11-15,2,2020-10-25,3.313134107324812,2.762083272608873
15005,2020-11-22,3,2020-10-25,3.3759881349073515,2.3318686888375
15007,2020-11-01,0,2020-10-25,21.905460039774578,3.1554894835125156
15007,2020-11-08,1,2020-10-25,27.237968656751846,6.158752855090061
15007,2020-11-15,2,2020-10-25,31.097146458095974,9.126114361774343
15007,2020-11-22,3,2020-10-25,33.516362296210396,11.039936123996798
15009,2020-11-01,0,2020-10-25,67.04513274298773,15.21184408233773
15009,2020-11-08,1,2020-10-25,60.86363177829318,12.548918344643578
15009,2020-11-15,2,2020-10-25,63.53154309590658,5.783041680280443
15009,2020-11-22,3,2020-10-25,68.11399375067816,5.518563683771747
09001,2020-11-01,0,2020-10-25,93.20425818948185,3.808415579407215
09001,2020-11-08,1,2020-10-25,97.84886797736672,6.600144987029962
09001,2020-11-15,2,2020-10-25,87.13309029971852,4.704285472371972
09001,2020-11-22,3,2020-10-25,85.01568693273208,9.132319491347971
09003,2020-11-01,0,2020-10-25,118.25176957074333,5.280884210060828
09003,2020-11-08,1,2020-10-25,118.64881178911995,4.903416610468474
09003,2020-11-15,2,2020-10-25,106.57618399227367,4.890425194046788
09003,2020-11-22,3,2020-10-25,105.32926537008846,10.757089552003938
09005,2020-11-01,0,2020-10-25,1136.3519646139705,32.583328244058904
09005,2020-11-08,1,2020-10-25,1080.7174467198988,53.080572535516495
