cnty,fct,fct_date,fct_mape,fct_mean,fct_std,horizon,iter,method,step_ahead,train_mape,train_mse,true
01011,,2020-05-24,,20.830439097843612,5.97020726076633,2020-05-17,0.0,ar,1-step_ahead,112.71246832274441,307.53019043322934,
01011,,2020-05-31,,70.50244313822762,14.735318759582128,2020-05-17,0.0,ar,2-step_ahead,2.2677971761804956e-13,1.6595892405180362e-27,
01011,,2020-06-07,,69.56295772447349,10.044798039417559,2020-05-17,0.0,ar,3-step_ahead,1.377751145284702e-13,4.167404250862876e-28,
01011,,2020-06-14,,70.69402968479736,13.418085317559404,2020-05-17,0.0,ar,4-step_ahead,74.87000471879178,13.46719980368833,
