fips,fct_date,horizon,avl_date,method,value,fct_std,fct_lb,fct_ub
1001,2020-09-06,0,2020-08-30,spatial,52.93384701801386,4.908727130303961,44.000574438122655,63.680808623689565
1001,2020-09-13,1,2020-08-30,spatial,52.88800650562367,4.742548701403749,44.2468147313276,63.216781798271725
1001,2020-09-20,2,2020-08-30,spatial,52.994093825728356,4.935984737806256,44.06322924183489,63.73509224656984
1001,2020-09-27,3,2020-08-30,spatial,53.15427520992365,5.358283749184298,43.52689113086035,64.911067611009
1003,2020-09-06,0,2020-08-30,spatial,182.16029324052028,17.97928209068915,149.62327315825118,221.77280133670465
1003,2020-09-13,1,2020-08-30,spatial,181.67223381129608,18.00338693250415,149.15757752916284,221.27471553721927
1003,2020-09-20,2,2020-08-30,spatial,181.289511440344,18.648536116052128,147.92599687684353,222.17789740934617
1003,2020-09-27,3,2020-08-30,spatial,181.83457078118408,20.22476858158829,145.878641455747,226.65285885053657
1005,2020-09-06,0,2020-08-30,spatial,18.954645058064397,1.9877223917689184,15.392369724759615,23.341342217065034
1005,2020-09-13,1,2020-08-30,spatial,18.874750571697465,2.194486412269743,14.992241163586106,23.76270533915146
1005,2020-09-20,2,2020-08-30,spatial,18.95550636060361,1.844322248005117,15.623152692887105,22.998637243715283
1005,2020-09-27,3,2020-08-30,spatial,18.971725479934797,2.170782556695988,15.099948745201635,23.836264199266385
1007,2020-09-06,0,2020-08-30,spatial,25.95499451338818,2.8914978372529854,20.839510305075933,32.326178990200404
1007,2020-09-13,1,2020-08-30,spatial,26.083542689134553,2.5242349130618997,21.5247530112368,31.60785161440569
1007,2020-09-20,2,2020-08-30,spatial,26.00696855754823,2.500600566587292,21.48922433767264,31.474491723164483
1007,2020-09-27,3,2020-08-30,spatial,26.183138314003845,2.2478584561750736,22.073519128358175,31.057881073866078
1009,2020-09-06,0,2020-08-30,spatial,97.96638121864623,8.205883458135213,82.98608431463325,115.65085795215398
1009,2020-09-13,1,2020-08-30,spatial,97.8977798058578,10.669081216119539,78.86851560229923,121.51839321084955
1009,2020-09-20,2,2020-08-30,spatial,98.23533734327148,10.463207782541392,79.47551520071363,121.42332740561713
1009,2020-09-27,3,2020-08-30,spatial,98.11549747093521,11.274553487714643,78.19121533452329,123.11678240047381
1011,2020-09-06,0,2020-08-30,spatial,14.027824490718407,1.4728980435216,11.384704724024813,17.284581788681816
1011,2020-09-13,1,2020-08-30,spatial,14.018404539434169,1.578661429030298,11.210949691495298,17.528904440656493
1011,2020-09-20,2,2020-08-30,spatial,14.080096428,1.5493629293276483,11.330777715834634,17.49651439589424
1011,2020-09-27,3,2020-08-30,spatial,14.02166438170867,1.3641096531229302,11.562905455571144,17.003258635012873
1013,2020-09-06,0,2020-08-30,spatial,23.96187375520492,2.4852191256174976,19.510982208002773,29.42811324100699
1013,2020-09-13,1,2020-08-30,spatial,24.07413004114543,2.438870465393137,19.689418814168853,29.43528921335741
1013,2020-09-20,2,2020-08-30,spatial,23.983922875074363,2.5781791697628327,19.381903742299503,29.678640660159893
1013,2020-09-27,3,2020-08-30,spatial,24.103145763770947,2.2164469499109605,20.066478989403887,28.951847307959017
1015,2020-09-06,0,2020-08-30,spatial,296.63273669162726,25.0576228827264,250.61363881545188,351.1021223468189
1015,2020-09-13,1,2020-08-30,spatial,287.403276576144,17.181450067775824,254.99427030000197,323.93137025990217
1015,2020-09-20,2,2020-08-30,spatial,299.029040871299,31.126828202963253,242.9940356904787,367.98585212317084
1015,2020-09-27,3,2020-08-30,spatial,296.8831598487677,30.06909271689096,242.87763184533677,362.89719202267196
1017,2020-09-06,0,2020-08-30,spatial,31.04623462534883,3.02292938113604,25.603377220742374,37.646154103113325
1017,2020-09-13,1,2020-08-30,spatial,30.993286704461365,3.2624523789572,25.149478866755718,38.19497914188218
1017,2020-09-20,2,2020-08-30,spatial,31.001994905893163,3.5337244928941907,24.78173222273335,38.78355554432735
1017,2020-09-27,3,2020-08-30,spatial,30.949831719850845,3.265237273243215,25.105715042501316,38.154343816357176
1019,2020-09-06,0,2020-08-30,spatial,47.12638763477667,4.966254549929992,38.237529109633535,58.08158799004879
1019,2020-09-13,1,2020-08-30,spatial,47.05520357278513,4.615858069914824,38.724965955061506,57.17738230798491
1019,2020-09-20,2,2020-08-30,spatial,46.99339456853222,4.560255789638542,38.72556674297526,57.026386411100034
1019,2020-09-27,3,2020-08-30,spatial,47.06430518326446,5.148129376680608,37.87339904948625,58.48560937161251
1021,2020-09-06,0,2020-08-30,spatial,110.70434342571684,12.748423217479456,88.20440453299135,138.9437604415221
1021,2020-09-13,1,2020-08-30,spatial,110.3143705307016,11.336940571102426,89.87245877413902,135.40589087662372
1021,2020-09-20,2,2020-08-30,spatial,110.83109779889617,10.826095093273368,91.29010674025247,134.55491156625322
1021,2020-09-27,3,2020-08-30,spatial,110.56550603530457,11.899695020616312,89.32134104031107,136.86237781994228
1023,2020-09-06,0,2020-08-30,spatial,5.99640157560497,0.692650999900421,4.765832462543747,7.544711682274692
