Afghanistan,2020-05-10,0.0,2020-05-03,1586.2854431152343,332.5406072836718
Afghanistan,2020-05-17,1.0,2020-05-03,2351.0223413085937,518.6345303314852
Afghanistan,2020-05-24,2.0,2020-05-03,3184.639309082031,735.5380862120953
Afghanistan,2020-05-31,3.0,2020-05-03,4073.0384765625,753.9342364357681
Albania,2020-05-10,0.0,2020-05-03,60.391091670989994,20.789051400766432
Albania,2020-05-17,1.0,2020-05-03,50.11381618499756,12.614905101620804
Albania,2020-05-24,2.0,2020-05-03,43.55187780380249,12.294899576772567
Albania,2020-05-31,3.0,2020-05-03,46.35271137237549,10.912227377113446
Algeria,2020-05-10,0.0,2020-05-03,973.4893157958984,235.43417750751257
Algeria,2020-05-17,1.0,2020-05-03,1140.9331652832032,192.44450133466657
Algeria,2020-05-24,2.0,2020-05-03,1070.9729125976562,263.7454345132719
Algeria,2020-05-31,3.0,2020-05-03,1076.888758544922,293.1005132157467
Andorra,2020-05-10,0.0,2020-05-03,7.571104240417481,1.7033014305838525
Andorra,2020-05-17,1.0,2020-05-03,7.179032430648804,1.4398666389766437
Andorra,2020-05-24,2.0,2020-05-03,6.93883867263794,1.4444133395269159
Andorra,2020-05-31,3.0,2020-05-03,7.130602688789367,1.2084930046848474
Angola,2020-05-10,0.0,2020-05-03,5.211190819740295,1.1695471152782535
Angola,2020-05-17,1.0,2020-05-03,5.6756797122955325,1.3347283685610132
Angola,2020-05-24,2.0,2020-05-03,5.249470701217652,1.254449685834071
Angola,2020-05-31,3.0,2020-05-03,4.8315120029449465,1.0064997263791393
Antigua and Barbuda,2020-05-10,0.0,2020-05-03,0.4098671954870224,0.08325507314850966
Antigua and Barbuda,2020-05-17,1.0,2020-05-03,0.35632668048143384,0.09242474235674002
Antigua and Barbuda,2020-05-24,2.0,2020-05-03,0.3599304848909378,0.08261017606022202
Antigua and Barbuda,2020-05-31,3.0,2020-05-03,0.38076484262943266,0.0762299128301897
Argentina,2020-05-10,0.0,2020-05-03,1271.7383325195312,258.6751188690649
Argentina,2020-05-17,1.0,2020-05-03,1312.8831262207032,277.72238205498104
Argentina,2020-05-24,2.0,2020-05-03,1341.5916174316405,316.9754337549523
Argentina,2020-05-31,3.0,2020-05-03,1523.9362426757812,358.1027184580205
Armenia,2020-05-10,0.0,2020-05-03,471.93815155029296,132.8259081976222
Armenia,2020-05-17,1.0,2020-05-03,519.8969006347656,105.60455579498118
Armenia,2020-05-24,2.0,2020-05-03,510.22444519042966,109.38088713009161
Armenia,2020-05-31,3.0,2020-05-03,431.47627716064454,104.23436896642465
Austria,2020-05-10,0.0,2020-05-03,607.7700775146484,101.31152396824399
Austria,2020-05-17,1.0,2020-05-03,660.0866796875,97.69266458909388
Austria,2020-05-24,2.0,2020-05-03,643.15859375,113.24944359937598
Austria,2020-05-31,3.0,2020-05-03,693.2256622314453,114.786788864718
Azerbaijan,2020-05-10,0.0,2020-05-03,361.1617700195313,88.75544522486668
Azerbaijan,2020-05-17,1.0,2020-05-03,410.1500848388672,83.14120992581104
Azerbaijan,2020-05-24,2.0,2020-05-03,438.88159240722655,101.94921129706636
Azerbaijan,2020-05-31,3.0,2020-05-03,382.72957702636717,106.06150051193404
Bahamas,2020-05-10,0.0,2020-05-03,7.761058230400085,1.9725578859895367
Bahamas,2020-05-17,1.0,2020-05-03,6.104190764427185,1.4017525577030376
Bahamas,2020-05-24,2.0,2020-05-03,6.318471527099609,1.1383264537209294
Bahamas,2020-05-31,3.0,2020-05-03,6.004497580528259,1.2126149377885096
Bahrain,2020-05-10,0.0,2020-05-03,2164.7193859863282,434.51996490363945
Bahrain,2020-05-17,1.0,2020-05-03,2994.1130334472655,809.1516188078629
Bahrain,2020-05-24,2.0,2020-05-03,5024.3045263671875,978.8564678269221
Bahrain,2020-05-31,3.0,2020-05-03,6479.290031738281,1663.8037417111573
Bangladesh,2020-05-10,0.0,2020-05-03,6331.130522460938,1519.4500673536465
Bangladesh,2020-05-17,1.0,2020-05-03,8302.183442382813,1693.3641160029842
Bangladesh,2020-05-24,2.0,2020-05-03,9825.450902709961,2594.0024706054396
Bangladesh,2020-05-31,3.0,2020-05-03,13237.0607421875,2946.5700217350222
Barbados,2020-05-10,0.0,2020-05-03,2.35424724817276,0.41116829455492293
Barbados,2020-05-17,1.0,2020-05-03,2.142262368798256,0.6111687562418171
Barbados,2020-05-24,2.0,2020-05-03,2.317164876461029,0.4224948594243722
Barbados,2020-05-31,3.0,2020-05-03,2.1248838400840757,0.5334060703609733
Belarus,2020-05-10,0.0,2020-05-03,11277.466845703126,3612.6901202755926
Belarus,2020-05-17,1.0,2020-05-03,15496.13138671875,4243.6233793237525
Belarus,2020-05-24,2.0,2020-05-03,16487.93262817383,7884.944702869275
Belarus,2020-05-31,3.0,2020-05-03,22408.650342407225,7870.156172861204
Belgium,2020-05-10,0.0,2020-05-03,2652.390361328125,464.6377310483175
Belgium,2020-05-17,1.0,2020-05-03,2020.3086340332031,484.42863807316127
Belgium,2020-05-24,2.0,2020-05-03,1906.8890710449218,402.55023581727477
Belgium,2020-05-31,3.0,2020-05-03,1851.4778125,324.2905122108169
Belize,2020-05-10,0.0,2020-05-03,0.09505083978176117,0.01924285613530035
Belize,2020-05-17,1.0,2020-05-03,0.09337005056440831,0.02251852673394214
Belize,2020-05-24,2.0,2020-05-03,0.09656002573668956,0.02257925691568664
Belize,2020-05-31,3.0,2020-05-03,0.10089975848793983,0.02159350939273917
Benin,2020-05-10,0.0,2020-05-03,15.258835315704346,3.6651005935097394
