Afghanistan,2020-11-29,0.0,2020-11-22,1356.8343060302734,250.7790017712346
Afghanistan,2020-12-06,1.0,2020-11-22,1394.6225183105469,261.0736234467034
Afghanistan,2020-12-13,2.0,2020-11-22,1390.4547338867187,306.98647545756864
Afghanistan,2020-12-20,3.0,2020-11-22,1354.3615161132811,316.0805580605441
Albania,2020-11-29,0.0,2020-11-22,3484.9012353515627,789.3435497191932
Albania,2020-12-06,1.0,2020-11-22,3638.2234130859374,854.911401610979
Albania,2020-12-13,2.0,2020-11-22,3121.7316552734374,811.618950738986
Albania,2020-12-20,3.0,2020-11-22,2833.090783691406,719.5770721311782
Algeria,2020-11-29,0.0,2020-11-22,3984.149115905762,1366.7220460508531
Algeria,2020-12-06,1.0,2020-11-22,3879.5090063476564,1137.7226515766677
Algeria,2020-12-13,2.0,2020-11-22,3558.734853515625,858.3893152123428
Algeria,2020-12-20,3.0,2020-11-22,2761.1045190429686,940.0600739315918
Andorra,2020-11-29,0.0,2020-11-22,337.637561340332,92.02932090096041
Andorra,2020-12-06,1.0,2020-11-22,304.2586809539795,95.50066076265699
Andorra,2020-12-13,2.0,2020-11-22,258.7849234008789,88.42722437112685
Andorra,2020-12-20,3.0,2020-11-22,235.60957229614257,78.27390039159721
Angola,2020-11-29,0.0,2020-11-22,1250.6543646240234,278.7241472619785
Angola,2020-12-06,1.0,2020-11-22,1287.8446362304687,221.4822607294082
Angola,2020-12-13,2.0,2020-11-22,1236.3309497070313,274.0868535562457
Angola,2020-12-20,3.0,2020-11-22,1631.5430700683594,431.5202535534559
Antigua and Barbuda,2020-11-29,0.0,2020-11-22,3.7353704500198366,0.32356577492775873
Antigua and Barbuda,2020-12-06,1.0,2020-11-22,3.704680848121643,0.3912773391889475
Antigua and Barbuda,2020-12-13,2.0,2020-11-22,3.833730101585388,0.3806029762178539
Antigua and Barbuda,2020-12-20,3.0,2020-11-22,3.698126974105835,0.4235054613182377
Argentina,2020-11-29,0.0,2020-11-22,67871.99,13849.27321528443
Argentina,2020-12-06,1.0,2020-11-22,65139.951015625,13734.888170344413
Argentina,2020-12-13,2.0,2020-11-22,66130.4994140625,15460.97723869318
Argentina,2020-12-20,3.0,2020-11-22,73937.484609375,21137.980987382714
Armenia,2020-11-29,0.0,2020-11-22,6942.743359375,1713.6040999562354
Armenia,2020-12-06,1.0,2020-11-22,5935.688305664063,1639.6400686938516
Armenia,2020-12-13,2.0,2020-11-22,5707.893510742188,1323.6946154041655
Armenia,2020-12-20,3.0,2020-11-22,5031.104663085937,1033.3874265146185
Austria,2020-11-29,0.0,2020-11-22,22297.241376953127,6565.778259715601
Austria,2020-12-06,1.0,2020-11-22,18375.650703125,4477.2064710334525
Austria,2020-12-13,2.0,2020-11-22,13094.443833007812,4178.590785005768
Austria,2020-12-20,3.0,2020-11-22,9622.09253173828,3259.1490817242175
Azerbaijan,2020-11-29,0.0,2020-11-22,9485.615424804688,2622.0359066438223
Azerbaijan,2020-12-06,1.0,2020-11-22,10667.28623046875,2918.370388851132
Azerbaijan,2020-12-13,2.0,2020-11-22,8876.399150390625,2862.484715425241
Azerbaijan,2020-12-20,3.0,2020-11-22,6055.794155273437,1837.4577802791448
