fips,fct_date,horizon,avl_date,method,value,fct_std,fct_lb,fct_ub
AT,2020-08-30,0,2020-08-23,spatial,1906.1924929386246,243.6498178110537,1478.1627804844009,2458.1662237124037
AT,2020-09-06,1,2020-08-23,spatial,1928.7266085882407,187.8394619396357,1590.0545508592866,2339.533778049293
AT,2020-09-13,2,2020-08-23,spatial,1918.5572940751072,318.23772397960374,1385.604107285514,2656.503449502498
AT,2020-09-20,3,2020-08-23,spatial,1909.0062588455112,247.07078732636162,1481.4696337768735,2459.925477527681
BE,2020-08-30,0,2020-08-23,spatial,3131.9607587423493,486.29518779402997,2304.401481984884,4256.7140626263035
BE,2020-09-06,1,2020-08-23,spatial,3145.3470759296906,540.2803900283474,2245.505927147989,4405.781391378817
BE,2020-09-13,2,2020-08-23,spatial,3168.495415718676,293.9003055043546,2632.2668363462712,3813.961054710337
BE,2020-09-20,3,2020-08-23,spatial,3138.1273134625044,346.53235407254783,2522.915638173618,3903.3580380152575
BG,2020-08-30,0,2020-08-23,spatial,969.0014290625377,38.162698391036976,895.6939018253818,1048.3087666575343
BG,2020-09-06,1,2020-08-23,spatial,972.0857343288203,36.90713670040575,901.0133938299813,1048.7642929133985
BG,2020-09-13,2,2020-08-23,spatial,885.9943593183659,64.26721433353882,767.5811060439613,1022.6749962485443
BG,2020-09-20,3,2020-08-23,spatial,1023.6835185991292,175.24879132653453,732.9755273683473,1429.6902244662133
CH,2020-08-30,0,2020-08-23,spatial,2106.0808124495848,331.93480946363184,1542.0263637694507,2876.4595034066942
CH,2020-09-06,1,2020-08-23,spatial,2101.4287581630306,410.0821603604125,1438.65708374802,3069.531214575437
CH,2020-09-13,2,2020-08-23,spatial,2234.912536120718,198.65824362527493,1872.4885395559884,2667.484440408877
CH,2020-09-20,3,2020-08-23,spatial,2099.1745869956553,308.21108090079133,1570.7314745288254,2805.4024625757343
CY,2020-08-30,0,2020-08-23,spatial,83.78856744597753,8.225747392031245,68.9112469840976,101.87776802630242
CY,2020-09-06,1,2020-08-23,spatial,67.26533817488175,10.69785179074958,49.04857900183442,92.24784513353552
