fips,fct_date,horizon,avl_date,method,value,fct_std,fct_lb,fct_ub
AT,2021-04-04,0,2021-03-28,spatial,22189.776491050532,3067.5236287666853,16899.990158806802,29135.29393188373
AT,2021-04-11,1,2021-03-28,spatial,22339.414828471217,4721.15875690816,14905.763442321582,33480.30154977372
AT,2021-04-18,2,2021-03-28,spatial,22167.84511366016,3463.549392574694,16283.7931335236,30178.064346171854
AT,2021-04-25,3,2021-03-28,spatial,22295.028353658,5165.577699500242,14227.148999796284,34938.011072881236
BE,2021-04-04,0,2021-03-28,spatial,31621.29554091782,2634.909229365958,26787.19198958731,37327.77709865043
BE,2021-04-11,1,2021-03-28,spatial,31489.031110792028,6700.465264522406,20780.114976070334,47716.72733467903
BE,2021-04-18,2,2021-03-28,spatial,32670.318403299018,4870.015154029606,24355.144221214618,43824.40501597279
BE,2021-04-25,3,2021-03-28,spatial,31017.92897798249,7023.627877031189,20095.62093514085,47876.69518590179
BG,2021-04-04,0,2021-03-28,spatial,24156.23583620763,3697.499204087805,17847.014752801686,32695.873111377256
BG,2021-04-11,1,2021-03-28,spatial,24459.923067245814,5735.14676955963,15625.72998094425,38288.63273493158
BG,2021-04-18,2,2021-03-28,spatial,24491.70332200648,6183.041103298008,15089.28747497463,39752.939468348995
BG,2021-04-25,3,2021-03-28,spatial,24311.380950199982,3506.3691515749574,18247.895521667826,32389.666140072582
CH,2021-04-04,0,2021-03-28,spatial,13176.758929239837,1302.501009759539,10840.457876731503,16016.572164537749
CH,2021-04-11,1,2021-03-28,spatial,13063.864988500747,3254.342138880664,8052.4972294328345,21193.992816784386
CH,2021-04-18,2,2021-03-28,spatial,13168.502287699781,3067.731581525304,8381.41866921655,20689.74947380403
CH,2021-04-25,3,2021-03-28,spatial,13094.03042333579,2924.7205554201123,8511.116538040938,20144.669851590093
CY,2021-04-04,0,2021-03-28,spatial,2990.658950301952,422.13730018920313,2263.5997850895624,3951.2466010714393
CY,2021-04-11,1,2021-03-28,spatial,2964.8454700809166,522.2358026596012,2106.4780935770045,4172.988405748165
CY,2021-04-18,2,2021-03-28,spatial,3000.5819906596057,632.5771588001762,1984.0731442339181,4537.8832473170505
CY,2021-04-25,3,2021-03-28,spatial,2926.642444686181,525.2276843186306,2063.2896716077166,4151.252302040879
CZ,2021-04-04,0,2021-03-28,spatial,38675.34050813058,4901.465619001699,30153.370941302357,49605.79586048902
CZ,2021-04-11,1,2021-03-28,spatial,39734.00037213357,5193.577098201422,30642.87012091353,51522.28819764497
CZ,2021-04-18,2,2021-03-28,spatial,41004.01637534118,3997.444655045807,33788.685983098905,49760.128575294366
CZ,2021-04-25,3,2021-03-28,spatial,38740.76312165345,7690.346371382157,26389.689743890187,56872.465793029805
