fips,fct_date,horizon,avl_date,method,value,fct_std,fct_lb,fct_ub
AT,2021-02-21,0,2021-02-14,spatial,11450.838508721508,1592.836046556136,8722.937589307665,15031.82857957676
AT,2021-02-28,1,2021-02-14,spatial,11427.43580313304,1624.394902233187,8623.08572003292,15143.800406779254
AT,2021-03-07,2,2021-02-14,spatial,10922.314905605488,1155.3213691911815,8867.27732867154,13453.618114714409
AT,2021-03-14,3,2021-02-14,spatial,11123.869146673169,2016.8972353145227,7816.656396042507,15830.35744732949
BE,2021-02-21,0,2021-02-14,spatial,14780.8530302205,1049.5038983006243,12825.822315066533,17033.88764744829
BE,2021-02-28,1,2021-02-14,spatial,14578.64076065204,1024.6163958921297,12663.680317926408,16783.175277038783
BE,2021-03-07,2,2021-02-14,spatial,15361.288311046344,3462.180963929909,9951.628959106109,23711.61339965038
BE,2021-03-14,3,2021-02-14,spatial,15012.014202942051,2217.275763157464,11231.858346667781,20064.406394173668
BG,2021-02-21,0,2021-02-14,spatial,6931.257722332221,1587.8463590494996,4412.708612907004,10887.266263824464
BG,2021-02-28,1,2021-02-14,spatial,6849.3553322224825,1292.7510895747341,4760.486235987739,9854.806030609305
BG,2021-03-07,2,2021-02-14,spatial,6904.821656628796,1599.5401617295931,4413.6760884874375,10802.00747721583
BG,2021-03-14,3,2021-02-14,spatial,6758.360102987729,719.8601141572534,5465.4733045345065,8357.086154599097
CH,2021-02-21,0,2021-02-14,spatial,7115.450070331609,1114.3953540839475,5242.794695505253,9656.992623950704
CH,2021-02-28,1,2021-02-14,spatial,6978.978392496087,1756.4043085485505,4323.35764872975,11265.813138831496
CH,2021-03-07,2,2021-02-14,spatial,6989.034430399985,835.2665365988628,5522.086585397526,8845.678443088018
CH,2021-03-14,3,2021-02-14,spatial,7694.500575387471,618.0886155452273,6556.878057963324,9029.501323840126
CY,2021-02-21,0,2021-02-14,spatial,764.1722811514052,177.54098277061453,491.195826862724,1188.8522730534987
CY,2021-02-28,1,2021-02-14,spatial,760.8168416335512,171.8284185178062,492.56682943130966,1175.1547849487786
CY,2021-03-07,2,2021-02-14,spatial,764.7536786128029,180.7071299782729,487.5587711940737,1199.5439801430914
CY,2021-03-14,3,2021-02-14,spatial,755.6903445260393,182.18271011402317,475.4362815073281,1201.144967311633
CZ,2021-02-21,0,2021-02-14,spatial,63816.277295097156,15697.798070876292,39749.22387363761,102455.26455437788
CZ,2021-02-28,1,2021-02-14,spatial,63551.79196330161,15558.064484284469,39829.95836634506,101401.81982111836
CZ,2021-03-07,2,2021-02-14,spatial,63322.760179882185,11612.082658019217,44258.497832167224,90598.91666464461
CZ,2021-03-14,3,2021-02-14,spatial,65875.75350977933,7909.501720426141,51980.49972837411,83485.44017772068
DE,2021-02-21,0,2021-02-14,spatial,48607.82083243094,5145.858769417763,39390.978758217854,59981.25257511633
DE,2021-02-28,1,2021-02-14,spatial,52002.91580309666,11589.5278639585,33917.703461278594,79731.31951906085
DE,2021-03-07,2,2021-02-14,spatial,50948.348052556095,14423.748139402709,29886.077615752223,86854.29391765509
