cnty,fct,fct_date,fct_mape,fct_mean,fct_std,horizon,iter,method,step_ahead,train_mape,train_mse,true
01011,,2020-05-24,,21.437889504203785,35.436934715568796,2020-05-17,0.0,mob,1-step_ahead,153.25546219608617,444.4716914286405,
01011,,2020-05-31,,23.89042121133332,47.462550191064665,2020-05-17,0.0,mob,2-step_ahead,153.25546219608617,444.4716914286405,
01011,,2020-06-07,,21.082634183172946,40.360530876604436,2020-05-17,0.0,mob,3-step_ahead,153.25546219608617,444.4716914286405,
