cnty,fct,fct_date,fct_mape,fct_mean,fct_std,horizon,iter,method,step_ahead,train_mape,train_mse,true
01011,,2020-05-24,,93.7633277479664,81.59491059328037,2020-05-17,0.0,spatial_mob,1-step_ahead,6.54123638162948e-14,4.397298656464492e-28,
01011,,2020-05-31,,79.01232596929668,46.387176663324894,2020-05-17,0.0,spatial_mob,2-step_ahead,17.295110060776235,1.5536217952485334,
01011,,2020-06-07,,214.72522695161254,567.9855053267271,2020-05-17,0.0,spatial_mob,3-step_ahead,9.356444765500414e-14,4.631692034416196e-28,
01011,,2020-06-14,,618.3353174033027,2365.360178784023,2020-05-17,0.0,spatial_mob,4-step_ahead,5.451988067355679e-14,6.891747712995285e-30,
