avl_date,fct_date,fct_lb,fct_mean,fct_std,fct_ub,fips,horizon,method,value
2021-03-07,2021-03-14,47,57.0,5.612244897959184,68,01001,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,34.0,46.0,7.142857142857143,60.0,01001,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,24.0,38.0,7.653061224489796,53.0,01001,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,17.0,31.0,8.673469387755102,48.0,01001,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,100.0,117.0,11.73469387755102,140.0,01003,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,73.0,94.0,13.775510204081632,121.0,01003,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,54.0,75.0,15.816326530612246,106.0,01003,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,39.0,60.0,17.346938775510203,94.0,01003,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,25.0,28.0,3.5714285714285716,35.0,01005,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,21.0,28.0,5.1020408163265305,38.0,01005,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,21.0,28.0,7.142857142857143,42.0,01005,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,17.0,28.0,9.693877551020408,47.0,01005,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,11.0,14.0,0,14.0,01007,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,10.0,2.0408163265306123,14.0,01007,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,7.0,3.5714285714285716,14.0,01007,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,7.0,3.5714285714285716,14.0,01007,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,57.0,73.0,9.183673469387756,91.0,01009,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,47.95,70.0,10.714285714285715,91.0,01009,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,38.0,65.0,15.829081632653107,96.02500000000009,01009,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,32.0,63.0,17.857142857142858,98.0,01009,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,4.975000000000001,7.0,0.0,7.0,01011,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,0.0,3.0,2.0408163265306123,7.0,01011,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,1.530612244897959,3.0,01011,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,0.0,0.0,01011,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,23.0,28.0,3.5714285714285716,35.0,01013,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,21.0,28.0,3.5714285714285716,35.0,01013,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,14.0,28.0,3.5714285714285716,35.0,01013,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,14.0,27.0,7.653061224489796,42.0,01013,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,238.0,322.0,43.36734693877551,407.0,01015,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,190.0,304.0,59.69387755102041,421.0,01015,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,150.975,285.0,76.53061224489797,435.0,01015,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,121.0,266.0,94.38775510204081,451.0,01015,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01017,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,0.0,7.0,0.0,7.0,01017,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,3.5714285714285716,7.0,01017,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,0.0,0.0,01017,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01019,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,7.0,0.0,7.0,01019,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,4.0,7.0,0.0,7.0,01019,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,7.0,0.0,7.0,01019,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,28.0,34.0,3.5714285714285716,41.0,01021,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,22.0,28.0,3.5714285714285716,35.0,01021,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,15.0,23.0,6.122448979591836,35.0,01021,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,14.0,21.0,3.5714285714285716,28.0,01021,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,20.0,29.0,8.16326530612245,45.0,01023,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,21.0,42.0,31.122448979591837,103.0,01023,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,21.0,65.0,86.22448979591837,234.0,01023,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,28.0,100.0,188.77551020408163,470.0,01023,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01025,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,2.0,7.0,0.0,7.0,01025,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,3.5714285714285716,7.0,01025,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,2.5510204081632653,5.0,01025,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01027,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,2.0,7.0,0.0,7.0,01027,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,7.0,0.0,7.0,01027,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,1.0,3.061224489795918,7.0,01027,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,9.0,14.0,0.0,14.0,01029,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,11.0,1.530612244897959,14.0,01029,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,7.0,3.5714285714285716,14.0,01029,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,7.0,3.5714285714285716,14.0,01029,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,14.0,14.0,3.061224489795918,20.0,01031,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,8.0,13.0,0.5102040816326531,14.0,01031,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,7.0,3.5714285714285716,14.0,01031,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,7.0,3.5714285714285716,14.0,01031,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,11.0,14.0,0.0,14.0,01033,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,9.0,2.5510204081632653,14.0,01033,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,7.0,3.061224489795918,13.0,01033,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,5.0,7.0,0.0,7.0,01033,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,0.0,0.0,3.5714285714285716,7.0,01035,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,0.0,0.0,3.5714285714285716,7.0,01035,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,3.5714285714285716,7.0,01035,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,3.5714285714285716,7.0,01035,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,6.0,7.0,0.0,7.0,01037,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,0.0,4.0,1.530612244897959,7.0,01037,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,2.0408163265306123,4.0,01037,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,0.0,0.0,01037,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,11.0,14.0,2.0408163265306123,18.0,01039,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,9.0,2.5510204081632653,14.0,01039,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,5.0,7.0,1.0204081632653061,9.0,01039,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,7.0,0.0,7.0,01039,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,14.0,14.0,3.5714285714285716,21.0,01041,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,13.0,14.0,3.5714285714285716,21.0,01041,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,14.0,3.5714285714285716,21.0,01041,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,14.0,3.5714285714285716,21.0,01041,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,74.0,88.0,10.204081632653061,108.0,01043,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,73.0,98.0,16.836734693877553,131.0,01043,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,70.0,106.0,28.571428571428573,162.0,01043,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,70.0,115.5,44.642857142857146,203.0,01043,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,19.0,21.0,3.073979591836781,27.02500000000009,01045,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,14.0,18.0,1.530612244897959,21.0,01045,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,9.975000000000001,14.0,3.5714285714285716,21.0,01045,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,12.0,2.0408163265306123,16.0,01045,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,9.0,14.0,0.5102040816326531,15.0,01047,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,8.0,3.061224489795918,14.0,01047,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,4.0,7.0,1.530612244897959,10.0,01047,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,7.0,0.0,7.0,01047,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,40.0,49.0,6.63265306122449,62.0,01049,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,35.0,49.0,10.714285714285715,70.0,01049,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,29.0,49.0,16.3265306122449,81.0,01049,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,28.0,49.0,23.979591836734695,96.0,01049,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,95.0,112.0,12.755102040816327,137.0,01051,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,84.0,109.0,19.89795918367347,148.0,01051,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,73.0,105.0,29.591836734693878,163.0,01051,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,64.0,98.0,41.83673469387755,180.0,01051,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,8.0,2.0408163265306123,12.0,01053,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,7.0,0.0,7.0,01053,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,2.0,7.0,0.0,7.0,01053,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,3.0,2.0408163265306123,7.0,01053,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,94.0,119.0,12.76785714285719,144.0250000000001,01055,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,77.0,111.0,18.367346938775512,147.0,01055,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,62.0,103.0,22.448979591836736,147.0,01055,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,52.0,97.0,28.06122448979592,152.0,01055,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,9.0,13.0,0.5102040816326531,14.0,01057,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,7.0,3.5714285714285716,14.0,01057,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,7.0,7.0,1.530612244897959,10.0,01057,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,7.0,0.0,7.0,01057,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,23.0,34.0,7.653061224489796,49.0,01059,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,21.0,35.0,16.836734693877553,68.0,01059,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,21.0,35.0,30.625000000000046,95.02500000000009,01059,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,21.0,38.0,48.46938775510204,133.0,01059,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01061,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,7.0,7.0,0.0,7.0,01061,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,1.0,7.0,0.0,7.0,01061,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,1.0,3.061224489795918,7.0,01061,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,0.0,4.0,1.530612244897959,7.0,01063,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,0.0,0.0,1.530612244897959,3.0,01063,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,0.0,0.0,01063,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,0.0,0.0,01063,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,8.0,3.061224489795918,14.0,01065,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,6.0,7.0,0.0,7.0,01065,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,7.0,0.0,7.0,01065,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,2.0,2.5510204081632653,7.0,01065,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.0,7.0,01067,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,3.0,7.0,0.0,7.0,01067,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,0.0,3.5714285714285716,7.0,01067,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,0.0,0.5102040816326531,1.0,01067,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,34.0,41.0,5.1020408163265305,51.0,01069,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,26.0,34.0,7.653061224489796,49.0,01069,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,20.0,28.0,7.665816326530659,43.02500000000009,01069,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,14.0,21.0,10.714285714285715,42.0,01069,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,20.0,25.0,2.5510204081632653,30.0,01071,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,14.0,21.0,3.5714285714285716,28.0,01071,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,9.0,15.0,3.5714285714285716,22.0,01071,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,7.0,14.0,3.5714285714285716,21.0,01071,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,688.0,813.5,80.89285714285724,972.0500000000002,01073,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,644.0,833.0,128.57142857142858,1085.0,01073,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,588.0,836.0,199.0051020408164,1226.0500000000002,01073,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,541.0,852.0,279.10714285714295,1399.0500000000002,01073,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,7.0,7.0,0.5102040816326531,8.0,01075,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,5.0,7.0,0.0,7.0,01075,2,PatchSim_adpt-B117,
2021-03-07,2021-03-28,0.0,7.0,0.0,7.0,01075,3,PatchSim_adpt-B117,
2021-03-07,2021-04-04,0.0,5.0,1.0204081632653061,7.0,01075,4,PatchSim_adpt-B117,
2021-03-07,2021-03-14,23.0,28.0,3.5714285714285716,35.0,01077,1,PatchSim_adpt-B117,
2021-03-07,2021-03-21,17.0,22.0,5.1020408163265305,32.0,01077,2,PatchSim_adpt-B117,
