avl_date,fct_date,fct_lb,fct_mean,fct_std,fct_ub,fips,horizon,method,value
2021-03-14,2021-03-21,66,81.0,10.204081632653061,101,01001,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,63.0,84.0,16.836734693877553,117.0,01001,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,56.0,78.0,28.06122448979592,133.0,01001,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,49.0,77.0,38.46938775510209,152.4000000000001,01001,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,162.0,207.0,42.55102040816331,290.4000000000001,01003,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,129.0,181.0,59.69387755102041,298.0,01003,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,105.0,164.0,79.59183673469389,320.0,01003,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,86.6,150.0,101.53061224489797,349.0,01003,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,35.0,44.0,5.1020408163265305,54.0,01005,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,40.6,51.0,10.204081632653061,71.0,01005,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,42.0,58.0,18.367346938775512,94.0,01005,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,42.0,66.0,29.795918367346985,124.40000000000009,01005,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,30.0,42.0,13.26530612244898,68.0,01007,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,22.0,31.0,17.346938775510203,65.0,01007,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,14.0,28.0,17.857142857142858,63.0,01007,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,14.0,23.0,20.408163265306122,63.0,01007,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,77.0,95.0,10.204081632653061,115.0,01009,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,79.0,102.0,18.367346938775512,138.0,01009,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,77.0,108.0,30.612244897959183,168.0,01009,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,73.0,116.0,45.40816326530612,205.0,01009,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,14.0,1.0204081632653061,16.0,01011,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,7.0,14.0,4.285714285714332,22.40000000000009,01011,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,7.0,14.0,8.673469387755102,31.0,01011,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,7.0,14.0,14.795918367346939,43.0,01011,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,34.0,39.0,4.591836734693878,48.0,01013,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,35.0,42.0,7.653061224489796,57.0,01013,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,35.0,47.0,11.428571428571475,69.40000000000009,01013,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,28.0,49.0,17.857142857142858,84.0,01013,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,39.0,63.0,13.26530612244898,89.0,01015,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,19.0,41.0,12.244897959183673,65.0,01015,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,9.0,25.0,11.224489795918368,47.0,01015,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,6.0,16.0,8.16326530612245,32.0,01015,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,14.0,15.0,6.122448979591836,27.0,01017,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,13.0,14.0,9.183673469387756,32.0,01017,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,7.0,14.0,12.244897959183673,38.0,01017,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,7.0,14.0,16.836734693877553,47.0,01017,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,7.0,0,7.0,01019,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,5.0,7.0,0.0,7.0,01019,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,0.0,7.0,0.0,7.0,01019,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,0.0,7.0,0.0,7.0,01019,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,36.0,42.0,7.142857142857143,56.0,01021,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,34.0,42.0,10.714285714285715,63.0,01021,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,28.0,42.0,15.816326530612246,73.0,01021,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,28.0,42.0,21.93877551020408,85.0,01021,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,15.0,22.0,1.530612244897959,25.0,01023,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,21.0,31.0,5.1020408163265305,41.0,01023,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,27.0,43.0,11.224489795918368,65.0,01023,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,32.6,61.0,19.89795918367347,100.0,01023,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,8.0,14.0,3.5714285714285716,21.0,01025,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,7.0,7.0,7.142857142857143,21.0,01025,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,7.0,7.0,8.87755102040821,24.40000000000009,01025,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,0.0,7.0,10.714285714285715,28.0,01025,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,7.0,3.5714285714285716,14.0,01027,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,7.0,7.0,3.5714285714285716,14.0,01027,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,7.0,7.0,3.5714285714285716,14.0,01027,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,7.0,7.0,3.5714285714285716,14.0,01027,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,29.6,39.0,8.673469387755102,56.0,01029,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,35.0,52.0,20.408163265306122,92.0,01029,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,41.0,68.0,41.53061224489801,149.4000000000001,01029,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,45.0,88.0,75.61224489795933,236.20000000000027,01029,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,33.0,49.0,18.367346938775512,85.0,01031,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,20.0,37.0,25.71428571428576,87.40000000000009,01031,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,14.0,29.0,31.63265306122449,91.0,01031,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,11.0,25.0,37.244897959183675,98.0,01031,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,71.0,116.0,50.20408163265311,214.4000000000001,01033,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,41.0,85.0,78.26530612244903,238.4000000000001,01033,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,30.0,71.0,96.12244897959188,259.4000000000001,01033,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,24.0,62.0,112.44897959183679,282.4000000000001,01033,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,7.0,3.5714285714285716,14.0,01035,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,7.0,7.0,6.63265306122449,20.0,01035,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,7.0,7.0,9.693877551020408,26.0,01035,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,7.0,7.0,15.816326530612246,38.0,01035,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,28.0,35.0,11.224489795918368,57.0,01037,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,28.0,39.0,11.224489795918368,61.0,01037,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,28.0,42.0,11.224489795918368,64.0,01037,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,28.0,42.0,15.000000000000046,71.40000000000009,01037,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,7.0,2.5510204081632653,12.0,01039,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,6.0,7.0,0.0,7.0,01039,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,0.0,7.0,0.0,7.0,01039,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,0.0,0.0,3.5714285714285716,7.0,01039,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,7.0,7.0,0.5102040816326531,8.0,01041,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,7.0,7.0,0.0,7.0,01041,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,2.0,7.0,0.0,7.0,01041,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,0.0,6.0,0.5102040816326531,7.0,01041,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,262.6,390.0,107.14285714285714,600.0,01043,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,319.0,621.0,354.89795918367366,1316.6000000000004,01043,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,387.6,953.0,861.5306122448982,2641.6000000000004,01043,3,PatchSim_adpt-B117,
2021-03-14,2021-04-11,464.79999999999995,1389.0,1466.5306122448983,4263.400000000001,01043,4,PatchSim_adpt-B117,
2021-03-14,2021-03-21,15.0,21.0,1.0204081632653061,23.0,01045,1,PatchSim_adpt-B117,
2021-03-14,2021-03-28,14.0,15.0,3.061224489795918,21.0,01045,2,PatchSim_adpt-B117,
2021-03-14,2021-04-04,8.0,14.0,3.5714285714285716,21.0,01045,3,PatchSim_adpt-B117,
