FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26
37001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,2.3978952727983707,2.8903717578961645,3.6635616461296463,1.3862943611198906,3.784189633918261,3.4339872044851463,3.9318256327243257,4.174387269895637,4.30406509320417,4.7535901911063645,5.488937726156687,5.389071729816501,4.990432586778736,5.159055299214529,5.10594547390058,5.493061443340548,5.605802066295998,3.5263605246161616
37003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,2.0794415416798357,2.1972245773362196,1.791759469228055,2.302585092994046,1.6094379124341003,2.4849066497880004,3.332204510175204,3.1780538303479458,3.784189633918261,3.9889840465642745,3.6888794541139363,1.0986122886681098
37005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.5649493574615367,0.6931471805599453,0.0,0.0,1.6094379124341003,1.6094379124341003,2.302585092994046,2.302585092994046,0.0
37007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.9459101490553132,1.791759469228055,1.3862943611198906,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.4849066497880004,1.791759469228055,1.9459101490553132,2.6390573296152584,2.3978952727983707,3.2188758248682006,3.295836866004329,3.713572066704308,4.1588830833596715,3.258096538021482,0.0
37009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098,2.8903717578961645,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.6094379124341003,0.6931471805599453,2.1972245773362196,2.302585092994046,2.5649493574615367,0.0
37011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.5649493574615367,3.1780538303479458,2.70805020110221,0.0
37013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,1.3862943611198906,0.0,2.833213344056216,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,0.0,1.9459101490553132,2.0794415416798357,1.3862943611198906,2.9444389791664403,3.367295829986474,3.58351893845611,3.9318256327243257,4.219507705176107,2.6390573296152584
37015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1.6094379124341003,2.0794415416798357,2.995732273553991,1.9459101490553132,2.5649493574615367,3.1780538303479458,3.2188758248682006,2.5649493574615367,2.3978952727983707,0.6931471805599453,0.0,1.6094379124341003,2.0794415416798357,1.791759469228055,2.9444389791664403,3.4011973816621555,2.302585092994046
37017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.995732273553991,3.1780538303479458,2.9444389791664403,3.091042453358316,2.0794415416798357,3.970291913552122,3.5553480614894135,4.30406509320417,4.465908118654584,3.8918202981106265,3.4657359027997265,3.912023005428146,3.7612001156935624,1.6094379124341003
37019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.0794415416798357,2.4849066497880004,2.302585092994046,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.791759469228055,1.6094379124341003,2.9444389791664403,2.1972245773362196,3.912023005428146,4.290459441148391,4.804021044733257,4.875197323201151,5.1298987149230735,4.8283137373023015,5.123963979403259,4.7535901911063645,2.70805020110221
