Country/Region,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11
DE,0.0,2.0794415416798357,1.6094379124341003,1.0986122886681098,0.0,4.143134726391533,6.579251212010101,8.239065331769268,9.777243825961877,10.476780804620594,10.555734610523901,10.268686067415738,9.82195206455361,9.485772721999046,9.042394981126735,8.757311846936409,8.395703293828527,8.350902451694811,8.071843149609158,7.72356247227797,7.504942068396171,8.132412674500905,8.239593454305968,7.9157131993821155,7.828436359157585,7.907283609426348,8.256347772918016,8.461046030793236,8.682368589375221,8.933927891782632,9.145588494746486,9.102086786535928,9.014690384970896,9.18594521514146,9.402199633250627,9.400464740833158,9.61587214452889,10.062028580664679,10.626217806887722,11.053173111388238,11.551973086220894,11.822789684355659,11.787666664351708,11.761791342440219,11.732093122884846,11.784066485401768,11.934664104618221,12.057671240238923,11.83299243956601,11.754301784545499,11.950677043434332,11.609897898828109,11.503339667666632,11.376188941396757,11.003632000182314,10.857131870951632,10.849628306379168,10.928740306849777,10.967749913160826,11.123033464099866,11.506595472775356,11.64124831666514,11.543493466536646,11.7233727588232,11.883474714063453
GR,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.7376696182833684,5.204006687076795,5.71042701737487,6.274762021241939,6.416732282512326,6.0112671744041615,5.0369526024136295,5.602118820879701,4.736198448394496,4.499809670330265,4.6913478822291435,4.04305126783455,3.6635616461296463,4.174387269895637,4.882801922586371,4.969813299576001,4.700480365792417,4.976733742420574,5.564520407322694,5.351858133476067,5.209486152841421,6.042632833682381,6.726233402358747,7.270312886079025,7.328437352895162,7.3752557780097545,7.25063551189868,7.408530566894626,7.571473648851271,7.718685495198466,7.776954403322442,7.80994708647679,7.956476798036782,8.52912176228151,9.133351330448047,9.652330254766719,9.781376414141157,9.776278985795086,9.465989834846651,9.353054474175359,9.134970064951407,8.80131894766524,8.44009614103127,8.432724034789787,8.430327258394575,8.313116702819253,8.09437844497296,8.481980435660493,8.815815203906352,9.018332049592685,8.916237731721479,9.29771001811309,9.557257866458935,9.651365655482898,9.685953239986429,9.739732565316011,9.946020083254831,9.918573189954168,9.887408982323437
HU,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.258096538021482,4.290459441148391,5.480638923341991,5.814130531825066,6.448889394146858,6.261491684321042,6.411818267709897,6.212606095751519,5.602118820879701,5.560681631015528,5.480638923341991,5.0369526024136295,4.812184355372417,4.30406509320417,3.091042453358316,3.9512437185814275,3.58351893845611,4.007333185232471,4.454347296253507,4.6913478822291435,4.624972813284271,4.844187086458591,5.4116460518550396,5.545177444479562,6.284134161070802,7.706612913964197,8.27715777243181,8.536014945656826,8.72534492491121,8.80086724247048,8.836228571526014,9.014325488050225,9.330963814299922,9.86386275775286,10.296272607486918,10.366592440090708,10.421537021391439,10.446102498791525,10.568055201212758,10.394090060613085,10.07638988741359,9.638219074921247,9.33485624667375,9.530320210727126,9.223059144383958,8.952864141581468,8.982435503560263,9.087720658428273,9.271435471335993,9.571923252267498,10.086600462793985,10.482513733991373,10.775011017527744,10.88451678555052,11.06363385332151,10.908411678551898,10.447409403791308,10.402260837777945
IS,0.0,0.0,0.0,0.0,0.0,0.0,3.8918202981106265,4.663439094112067,5.75890177387728,6.194405391104672,6.118097198041348,5.605802066295998,4.2626798770413155,3.4011973816621555,2.0794415416798357,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,1.6094379124341003,2.302585092994046,1.0986122886681098,1.6094379124341003,1.6094379124341003,3.912023005428146,4.127134385045092,3.784189633918261,4.07753744390572,3.7376696182833684,3.58351893845611,3.258096538021482,4.976733742420574,5.683579767338681,5.602118820879701,6.376726947898627,6.2878585601617845,5.981414211254481,6.154858094016418,5.288267030694535,4.812184355372417,4.418840607796598,4.624972813284271,4.653960350157523,4.330733340286331,4.23410650459726,4.127134385045092,4.2626798770413155,4.836281906951478,4.330733340286331,3.2188758248682006,3.044522437723423,2.9444389791664403,2.4849066497880004,2.4849066497880004,1.3862943611198906,2.302585092994046,2.5649493574615367,3.2188758248682006,4.189654742026425,4.127134385045092,3.4965075614664802,3.332204510175204
IE,0.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,4.709530201312334,6.486160788944089,7.396335293800808,7.691200097522863,8.371936178759098,8.670772279344538,8.24354550792826,7.869019376499023,7.367708572374371,7.160845906664299,6.280395838960195,5.849324779946859,5.537334267018537,4.718498871295094,4.3694478524670215,4.143134726391533,4.276666119016055,4.624972813284271,4.9344739331306915,4.77912349311153,5.480638923341991,6.282266746896006,6.304448802421981,6.57507584059962,6.699500340161678,6.70196036600254,7.086737934510577,7.4999765409521215,7.611842399580417,8.041734711487537,8.305484017727691,8.848509300888079,8.913281137711804,8.584477938221834,8.131236549696116,7.890208213109961,7.869783902530146,7.4949862339505335,7.603897968521881,7.4999765409521215,8.013012110368916,8.797548488481558,9.352881058758292,10.687411927154141,10.276877027171807,9.705280486511949,9.118115427933665,8.888066854754783,8.740016691519521,8.627302414096267,8.434246270595311,8.22121009392507,8.204945165019208,8.152774052744075,8.32020459757888,8.231642179973411,7.988882253309227,7.861341795599989
IT,0.0,0.6931471805599453,0.0,0.0,4.07753744390572,6.97166860472579,8.46695197497949,9.63390731544833,10.386561639971275,10.568595276064828,10.378478723292902,10.226983097777042,10.071287512811063,9.874367653962276,9.545168400484906,9.09829086816756,8.778325928634482,8.426611813185,8.112827478751374,7.667158255319148,7.52294091807237,7.392647520721623,7.528869256642251,7.1569563646156364,7.249925536717988,7.236339342754344,7.4073177104694174,7.584773077612199,7.7279755421055585,8.112227958349724,8.454892165218858,9.073030421011577,9.157466882369114,9.20623194393164,9.237177025929743,9.353141170607854,9.591990815318308,10.19402803583639,10.878839331539487,11.532463351343269,12.07208972240967,12.315196072548527,12.39694917067274,12.371498096997673,12.122696471358964,11.887649538942703,11.65948166531744,11.629000375945257,11.519662718622893,11.537052063746463,11.667061858981159,11.616086563682886,11.36734462560381,11.369031999595618,11.330383883972724,11.358853115408408,11.350135910621557,11.626513045332443,11.841775871959635,11.951670598313191,11.947904066850159,11.958393031870964,11.833515095249446,11.550510225297499,11.546031366867224
LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2188758248682006,4.584967478670572,5.198497031265826,5.318119993844216,4.795790545596741,4.406719247264253,4.5217885770490405,4.204692619390966,4.07753744390572,4.204692619390966,3.8918202981106265,2.9444389791664403,3.044522437723423,2.3978952727983707,2.6390573296152584,1.3862943611198906,2.0794415416798357,3.912023005428146,2.772588722239781,2.833213344056216,3.4657359027997265,3.912023005428146,3.295836866004329,2.8903717578961645,3.871201010907891,3.784189633918261,3.6635616461296463,3.9318256327243257,4.9344739331306915,5.8998973535824915,6.3578422665081,6.679599185844383,6.980075940561763,7.2633296174768365,7.593877844605118,7.762596048540069,7.829232537543592,8.247220052745229,8.349011198176003,8.356789669923213,8.566173813637858,8.6164953924901,8.71768205216564,8.856945756159021,8.723394022000136,8.593969030218288,8.558718938244736,8.632662441222351,8.509564164251746,8.481980435660493,8.45553053102413,8.342601680684194,8.153349757998892,8.206583614320753,8.17948018535889,8.055475141757274,8.12355783506165,8.231376045573969
LI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,3.4965075614664802,2.9444389791664403,3.044522437723423,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,2.0794415416798357,2.0794415416798357,0.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.791759469228055,2.9444389791664403,4.31748811353631,4.812184355372417,5.262690188904886,5.44673737166631,5.3230099791384085,4.9344739331306915,4.969813299576001,4.8283137373023015,4.6443908991413725,5.43372200355424,5.666426688112432,5.308267697401205,4.844187086458591,3.9889840465642745,3.9889840465642745,4.02535169073515,3.2188758248682006,2.995732273553991,1.9459101490553132,3.044522437723423,3.1354942159291497,2.5649493574615367,3.2188758248682006,3.091042453358316,3.4011973816621555,4.07753744390572,4.189654742026425
LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,4.143134726391533,5.598421958998375,5.840641657373398,5.493061443340548,5.10594547390058,5.3471075307174685,4.532599493153256,4.174387269895637,4.343805421853684,4.330733340286331,3.912023005428146,3.6375861597263857,4.060443010546419,3.4657359027997265,2.8903717578961645,2.8903717578961645,3.5263605246161616,3.912023005428146,4.454347296253507,4.51085950651685,4.927253685157205,5.0369526024136295,5.342334251964811,5.501258210544727,5.303304908059076,5.54907608489522,5.908082938168931,6.447305862541213,6.665683717782408,6.777646593635117,7.173958319756794,7.752764808851328,8.56197533418813,8.967631665167133,9.2771575450135,9.336796795928741,9.511333458487636,9.564652526725727,9.795289682058142,9.882110686776542,9.899730503658416,9.742320649814571,9.495594499353297,9.100078977718645,8.815073088844464,8.667507952075105,8.420241665339788,8.284756593190435,8.108021221376747,8.237743803890933,8.40200678160712,8.056743774975313,8.215006432761575,8.475746001502063,8.599878558034845,8.768729817231666,8.925454386826402
LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8918202981106265,6.428105272684596,7.057036981697891,6.8001700683022,6.293419278846481,5.58724865840025,5.159055299214529,4.61512051684126,4.174387269895637,3.970291913552122,4.0943445622221,3.258096538021482,2.9444389791664403,3.332204510175204,3.7376696182833684,4.718498871295094,5.556828061699537,5.902633333401366,6.46302945692067,6.559615237493242,6.403574197934815,5.929589143389895,5.598421958998375,5.777652323222656,5.111987788356544,0.0,5.572154032177765,6.326149473155099,6.244166900663736,6.16541785423142,6.690842277418564,6.863803391452954,7.77485576666552,8.36240897761537,8.449342524508063,8.324821298768782,8.25088114470065,8.20166019080868,8.190908881182514,8.226305988015508,7.997326822998097,7.300472814267799,7.095064377287131,7.192182058713246,6.786716950605081,6.694562058521095,6.856461984594587,7.024649030453636,6.934397209928558,7.1252830915107115,7.191429330036379,7.078341579557671,7.095893221097532,7.280697195384741,7.31986492980897,7.402451520818244,7.216709486709457,7.153833801578843
MT,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.70805020110221,4.007333185232471,4.330733340286331,4.1588830833596715,5.056245805348308,4.02535169073515,3.091042453358316,2.995732273553991,3.091042453358316,4.02535169073515,4.143134726391533,2.1972245773362196,2.1972245773362196,2.9444389791664403,2.8903717578961645,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,2.3978952727983707,5.0689042022202315,5.247024072160486,5.746203190540153,5.43372200355424,5.598421958998375,5.117993812416755,5.560681631015528,6.052089168924417,5.556828061699537,5.5053315359323625,6.1675164908883415,6.690842277418564,6.787844982309579,6.505784060128229,6.904750769961838,6.777646593635117,6.807934943699926,6.668228248417403,6.70196036600254,6.519147287940395,6.253828811575473,6.429719478039138,6.628041376179533,7.102499355774649,7.118826249062078,6.9985096422506015,7.072421900537371,6.75110146893676,6.980075940561763,7.01301578963963,7.284134806195205,7.599401333415815,7.62608275807238,7.400620577371135,6.806829360392176,5.942799375126701,5.883322388488279,5.937536205082426
NL,0.0,0.0,0.0,0.0,0.0,1.791759469228055,5.204006687076795,6.647688373563329,7.890582534656536,8.721113147762688,8.834191318202071,8.960082528170402,8.878497403738631,8.630700432209832,8.021584533455107,7.671360923190644,7.305188215393037,7.085064293952548,7.084226422097916,6.982862751468942,7.173958319756794,6.759255270663693,6.349138991379798,6.161207321695077,5.921578419643816,6.492239835020471,7.048386408721883,7.600902459542082,8.08794755464267,8.413608875159667,8.189244525735901,8.170468578330674,8.349957272040324,8.874867635688053,9.298534382712099,9.722984341548957,10.05440443785299,10.50207677030558,10.854604741562328,11.018629143155449,11.158048902972876,10.882245912728758,10.54684031483226,10.51330747050632,10.436025743207768,10.521911186900137,10.88102388984706,11.199173164785263,11.254569157900274,10.99976378140669,10.867996856680758,10.614499208879641,10.520994818887328,10.333092274830772,10.205479252168017,10.086267337660777,10.170762815210246,10.375239652315981,10.35863131887484,10.48203724319685,10.677338760511036,10.828282024901505,10.8260982711551,10.760516483531394,10.875799385088063
NO,0.0,0.0,0.0,0.0,0.0,2.70805020110221,4.882801922586371,6.849066282633458,6.93537044601511,7.5480289699350145,7.336285660021297,6.755768921984255,6.440946540632921,6.137727054086234,5.736572297479192,5.66988092298052,4.927253685157205,4.6913478822291435,4.51085950651685,4.543294782270004,4.574710978503383,4.736198448394496,4.6443908991413725,4.382026634673881,3.9318256327243257,3.9318256327243257,4.418840607796598,4.955827057601261,5.846438775057725,5.902633333401366,5.811140992976701,5.7430031878094825,6.529418838262226,6.663132695990803,6.658011045870748,6.645090969505644,6.5998704992128365,7.00669522683704,6.805722553416985,7.22983877815125,7.856319571406588,8.271804031154709,8.340694647925071,8.273336598504486,8.069029328774958,7.834788107388194,7.912056888179006,7.929846429742503,8.037866234709618,8.185350223178686,8.445267451844648,8.167919362957816,7.765569081097317,7.595889917718538,7.528331766707247,7.461065514354283,7.56164174558878,7.828436359157585,8.221478947267192,8.566744970245486,8.789050713521046,8.717190933223135,8.636397438894713,8.491259809389733,8.335671314792847
PL,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,4.584967478670572,6.07073772800249,7.004881989712859,7.5953872788539725,7.911690520708339,7.777373602657861,7.836369760545124,7.650644551436897,7.730174795246222,7.8655717576847906,7.891330757661889,7.878534196140362,7.789454566086673,8.016647877057803,7.864419904994565,7.646831391430482,7.60339933974067,7.496652438168283,7.707512194600341,7.964155718840937,8.222553638396958,8.480736654405622,8.5016733797582,8.535229553902337,8.52872642722991,8.330381569349418,8.09040229659332,8.451053388911692,8.942460926820582,9.405907155520158,10.064670590127518,10.727487541514835,11.221449538279193,11.701767384587416,11.976086990316704,12.040478403868411,11.933981730191283,11.776197010041864,11.298245992068148,11.190334437030174,11.118548653847485,10.999546584416521,10.982288213867557,11.06051024875066,10.882245912728758,10.627818428076326,10.539932097726277,10.514773706615753,10.5477333127379,10.78116218843919,11.08457036856782,11.344033328487935,11.590025385351076,11.900498120236804,12.128246230065667,12.17488636967159,11.830025553054556,11.719744493364571
PT,0.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,5.003946305945459,7.01301578963963,8.266164436612492,8.585599224080298,8.605753368395717,8.21554741194707,8.217978203150732,7.580189417944541,7.628031126930335,7.247080584585756,7.415175109613295,7.4570320891223805,7.672292455628756,7.655390644826152,7.774015077250727,7.761319180947987,7.77485576666552,7.883069351305753,7.682021510826875,7.355641102974253,7.2115567333138015,7.112327444710911,7.275172319452771,7.293697720601438,7.59890045687141,7.822044008185619,8.121777419161074,8.458504195067558,8.499843553081124,8.576970395452099,8.899321434159964,9.431962766918454,9.8011225458581,10.133408088129361,10.381614349338879,10.53810479090567,10.707818262056689,10.455531892118072,10.237599863865716,10.168156850678836,10.169192384934412,10.008252891111209,10.337669684741787,10.86507664503757,11.054518335650037,11.351029870570525,11.368466006522587,10.83738241835864,10.006630611452996,9.414097209490203,8.923324744067562,8.624791202014256,8.36730010184162,8.120886021092838,7.993619994827744,8.039157390473237,8.239065331769268,8.197538739721184
