FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26
25003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,2.4849066497880004,4.584967478670572,4.897839799950911,4.418840607796598,4.02535169073515,3.6888794541139363,3.1354942159291497,3.332204510175204,3.332204510175204,3.2188758248682006,3.4339872044851463,1.791759469228055,1.9459101490553132,1.791759469228055,2.0794415416798357,2.0794415416798357,2.1972245773362196,2.3978952727983707,2.772588722239781,1.6094379124341003
25005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,5.10594547390058,6.045005314036012,6.380122536899765,6.295266001439646,7.037905963447182,7.005789019253503,6.8658910748834385,6.839476438228843,6.55250788703459,6.525029657843462,5.950642552587727,5.602118820879701,4.804021044733257,4.997212273764115,4.90527477843843,4.875197323201151,5.351858133476067,5.247024072160486,3.6635616461296463
25007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7376696182833684,0.0,0.0,0.0,0.0,0.0,0.0
25009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,3.58351893845611,6.066108090103747,6.833031732786201,7.310550158534422,7.652070746116482,7.75190533307861,7.693937325509272,7.553286605600419,7.07326971745971,6.993932975223189,6.720220155135295,6.464588303689961,5.998936561946683,5.497168225293202,5.351858133476067,5.332718793265369,5.37989735354046,5.552959584921617,5.3230099791384085,3.6109179126442243
25011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,3.4965075614664802,4.02535169073515,3.7612001156935624,3.784189633918261,3.871201010907891,3.6375861597263857,3.4965075614664802,2.5649493574615367,2.1972245773362196,2.3978952727983707,1.3862943611198906,2.70805020110221,1.6094379124341003,2.0794415416798357,1.9459101490553132,2.3978952727983707,1.9459101490553132,0.6931471805599453,1.0986122886681098
25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,5.159055299214529,6.309918278226516,6.699500340161678,6.6039438246004725,6.890609120147166,6.668228248417403,6.51025834052315,6.226536669287466,6.22455842927536,5.924255797414532,5.424950017481403,4.812184355372417,4.820281565605037,4.976733742420574,4.882801922586371,4.727387818712341,4.983606621708336,4.9344739331306915,3.1780538303479458
25015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.332204510175204,4.553876891600541,4.3694478524670215,4.727387818712341,4.68213122712422,4.927253685157205,4.7535901911063645,4.574710978503383,4.2626798770413155,3.6375861597263857,2.9444389791664403,2.833213344056216,3.091042453358316,2.4849066497880004,3.295836866004329,2.9444389791664403,3.4657359027997265,3.8918202981106265,2.0794415416798357
25017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,4.718498871295094,6.499787040655854,7.3938782901077555,7.784889295655098,8.174702882469461,8.295049140435111,7.956827122090111,7.7886260656250315,7.467942332285852,7.311218384419629,6.9411900550683745,6.565264970035361,6.152732694704104,5.961005339623274,5.752572638825633,5.545177444479562,5.771441123130016,5.921578419643816,6.089044875446846,4.418840607796598
25019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0
25021,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.258096538021482,3.713572066704308,6.042632833682381,6.5638555265321274,7.086737934510577,7.20414929203594,7.344719054149673,6.9865664594064265,6.687108607866515,6.410174881966167,6.021023349349527,5.7430031878094825,5.220355825078324,5.14166355650266,4.812184355372417,4.955827057601261,4.90527477843843,5.19295685089021,5.384495062789089,5.62040086571715,3.6109179126442243
25023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,5.529429087511423,6.439350371100098,6.814542897259958,6.82001636467413,7.444248649496705,7.00397413672268,6.875232087276577,6.577861357721047,6.300785794663244,5.886104031450156,5.389071729816501,4.875197323201151,4.584967478670572,4.442651256490317,4.290459441148391,4.219507705176107,4.189654742026425,4.59511985013459,2.8903717578961645
25025,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.1780538303479458,4.394449154672439,6.5998704992128365,7.368970402194793,7.822845290279774,7.964503363551548,8.172729104865471,7.798933310041217,7.40184157874383,7.21081845347222,6.93537044601511,6.495265555937008,6.1903154058531475,5.840641657373398,5.43372200355424,5.4638318050256105,5.337538079701318,5.703782474656201,5.645446897643238,5.605802066295998,4.23410650459726
25027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.091042453358316,5.58724865840025,6.436150368369428,6.810142450115136,7.071573364211532,7.332369205929062,7.43307534889858,7.328437352895162,7.306531398939505,7.112327444710911,6.584791392385716,6.238324625039508,5.579729825986222,5.081404364984463,5.198497031265826,5.181783550292085,4.997212273764115,5.153291594497779,5.54907608489522,3.5263605246161616
80025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,5.817111159963204,4.890349128221754,0.0,6.257667587882639,5.1298987149230735,0.0,5.2832037287379885,0.0,2.3978952727983707,2.9444389791664403,0.0,0.0,0.6931471805599453,0.0,3.7612001156935624,0.0,2.9444389791664403,2.1972245773362196,0.0
