,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21
01000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47445757142857153,1.2469147142857142,1.1580047142857144,1.7664438571428571,3.535526,3.6075732857142855,3.62378,5.353706428571428,7.829909857142857,3.2950298571428567,1.5100221428571428,2.9757075714285715,3.875707142857143,7.052493285714285,7.271710857142858,8.216712142857142,8.720278714285714,8.613524571428572,9.585453571428571,7.240157857142857,7.909533142857143,6.586442571428572,7.087086571428571,7.495083571428571,7.847996714285715,5.743548714285715,4.049328428571428,5.809111571428572,5.869130714285715,6.255276142857142,6.974140285714285,7.914804285714287,8.930511857142857,7.922070428571429,9.093918571428572,8.139804428571429,11.139239428571427,9.594974142857142,11.042741857142857,12.323889285714285,15.504313142857143,14.387692428571427,12.005317,7.444483142857143,7.504145857142857,8.79373,3.4437441428571427,4.165813857142857,2.502356857142857,1.7536554285714288,1.6427642857142857,1.3583123333333333
01001,0.0,0.0,0.0,0.0,0.0,0.0,0.0036364285714285717,0.09248485714285715,0.16120442857142855,0.3114572857142857,0.12897257142857144,1.555379142857143,2.696246857142857,1.8088855714285714,2.2865967142857144,2.953939571428571,3.908121571428571,3.4538282857142852,2.1606695714285715,3.7899387142857144,4.8751931428571424,7.342030714285714,9.241243857142857,10.932487285714286,9.150013999999999,12.764845714285714,9.387948714285715,7.093938857142858,5.147106,5.915424571428572,6.7179652857142855,6.0844700000000005,5.435735714285714,4.498975571428572,4.988040285714285,4.2436047142857145,4.017322428571428,4.005702142857143,5.098145142857143,6.241335285714285,7.321690285714287,9.163871571428572,8.829149142857144,8.06912142857143,8.90043642857143,10.856418000000001,14.134972714285714,14.312837857142856,15.979838285714285,16.984466285714287,11.725772571428573,11.563149999999998,10.32584,9.088959571428573,6.297155142857142,4.568689,3.387406428571429,2.048988714285714,1.8336969999999995,2.249662333333333
01003,0.0,0.0,0.005215,0.0,0.0,0.0,0.016396285714285714,0.4032488571428572,0.27025757142857143,0.6648585714285715,0.85018,0.9396582857142857,2.246781,1.9141334285714287,3.2097461428571425,2.3916435714285713,1.0482868571428572,2.0607531428571426,1.8685947142857142,1.9467228571428572,1.7362627142857143,3.5496000000000003,5.716963000000001,8.766108714285714,8.187043285714285,7.282493857142859,6.848532142857143,6.184346428571429,4.45001,3.576836285714286,3.120430428571429,3.817008857142857,3.4306389999999998,3.792288285714286,3.966418285714286,2.6311367142857143,2.763801285714286,2.1252115714285713,2.3797721428571426,2.6188814285714286,2.5893610000000002,3.508609,3.618924428571429,4.709099714285714,6.168014714285714,5.356952142857144,6.361415714285714,7.175335285714286,9.081649,7.241396571428571,5.059701285714285,5.015518999999999,5.441532,4.329731428571429,2.6010035714285715,2.1374857142857144,2.1740474285714284,1.2085971428571427,1.1784398571428572,1.3800926666666669
01005,0.0,0.0,0.0,0.39618600000000004,0.29457028571428573,0.08679300000000001,0.1287104285714286,0.19696885714285714,0.0,0.047404,1.9221611428571428,4.538782285714286,2.8961692857142856,7.123423714285714,3.783839714285714,1.4599564285714286,1.6036135714285715,1.804781714285714,3.471896857142857,3.2335228571428574,6.159378428571429,7.711529571428572,7.115432,10.688944285714285,9.765683571428571,7.028748142857142,5.849995571428572,3.6300868571428575,4.858898857142857,3.696506,3.094286285714286,4.309273428571428,5.531678285714286,4.994650428571428,4.298945142857143,5.623462857142856,3.8562532857142857,1.9097348571428572,3.9749874285714286,5.203603857142857,4.987323571428571,3.5780302857142856,3.6418274285714287,6.135348857142858,6.890872,3.9064232857142858,5.217377714285715,5.529630428571428,8.37050057142857,7.765834142857142,5.7328410000000005,7.190915571428571,8.945964571428572,7.373072857142858,5.3900751428571425,3.337108,2.909892285714286,2.6578107142857137,0.8909092857142857,0.7303826666666667
01007,0.0171595,0.29869199999999996,0.5758498571428571,0.044007000000000004,0.0,0.0,0.0,0.09725728571428571,1.4496412857142857,0.18152457142857142,0.36531142857142856,2.3648384285714283,4.3106287142857145,7.948881571428572,4.769507285714285,1.3851894285714288,1.551043,2.7385302857142855,1.3649195714285711,1.8230591428571425,2.0205284285714287,2.4172714285714285,4.449259571428572,7.709740428571429,6.681488714285714,5.498475999999999,4.633513571428571,5.53815,8.393536999999998,7.112972999999998,5.108489857142858,4.358890714285715,7.027638857142857,6.849527428571428,4.516205,3.843288,4.061243571428571,2.2310724285714287,3.172700857142857,5.240238714285715,5.206733857142857,5.048758285714286,6.775291285714287,5.981376857142857,9.555963142857141,15.666178714285715,18.37823314285714,14.95536757142857,15.409692142857145,14.135320000000004,12.667843,7.321035285714285,4.873586000000001,5.902476571428571,4.812618142857143,2.870173285714286,1.1235184285714286,1.5397804285714287,1.924750857142857,1.6650236666666667
01009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10110014285714285,0.7719818571428572,1.2163882857142856,0.9406154285714285,2.2058590000000002,3.0643148571428576,2.7763304285714283,2.248039,1.688862,2.8479205714285714,2.0230427142857144,4.308005285714286,5.346912714285715,4.156095857142858,10.28565057142857,6.605773999999999,13.668213142857141,13.647745571428572,8.51295642857143,6.354532285714286,7.326756857142856,8.556410142857143,5.360482571428571,6.401463285714286,6.350524428571428,6.63393942857143,6.299054714285715,4.294557285714285,5.703303142857143,6.025333428571429,6.356104285714286,6.778534857142858,9.22566957142857,7.360610142857142,7.3332939999999995,12.216961285714287,15.242464571428572,17.50431514285714,13.661592857142859,16.840633571428572,15.709412571428572,21.19444771428571,21.95392842857143,13.277019285714287,8.621033142857142,7.796526571428571,7.159903,4.061984142857143,2.613086714285714,3.327538142857143,2.5561861428571424,1.1840115714285715,1.2438960000000001
01011,0.0,0.0,0.0,0.0,0.0,0.0,0.003195,0.477832,1.5338851428571427,0.144023,3.5685101428571424,0.46975657142857147,0.4282625714285714,2.098954857142857,1.9709988571428572,2.6289221428571428,2.5117424285714285,2.408475,2.974102285714286,3.86356,7.562311428571428,10.824999714285712,9.637709571428571,9.504794428571428,11.287979714285715,9.000357857142857,7.289037571428572,6.6590614285714285,5.293762428571428,6.934373571428572,11.743471714285715,19.079081714285714,17.478265999999998,8.062782428571428,3.2429252857142856,2.7766635714285717,3.457295857142858,5.1683008571428575,8.242370428571428,6.355366428571428,5.006246571428571,8.036865857142857,7.849541571428572,8.920519,13.328054142857143,8.755947142857142,9.958680285714284,16.513944428571428,21.714171142857143,13.704381428571429,8.834945714285714,8.680502428571428,7.6163,6.581937142857143,4.471294,3.0312955714285716,3.962022142857143,3.3963285714285716,1.3938027142857143,1.623698
01013,0.0,0.0,0.0,0.0,0.0,0.47916714285714285,0.26714585714285716,0.0,0.0,0.0,0.028123571428571432,0.02130814285714286,0.00015142857142857143,2.8009054285714288,15.116674714285717,23.08472557142857,14.203267999999998,13.252842571428571,17.03166014285714,16.101138857142857,10.493271857142858,12.934846857142857,8.080367428571428,10.929137714285716,16.733234285714282,15.329568428571429,14.395735714285715,10.912133857142859,7.000749142857144,10.291802714285714,7.693641,3.4933822857142856,3.118219142857143,0.8807484285714287,0.26074885714285717,3.174853857142857,5.2773267142857145,3.7271092857142856,5.265852714285714,7.41952842857143,4.469365428571428,3.2082574285714287,8.598858428571427,9.857847142857143,11.02951442857143,13.346926714285713,14.558705571428574,12.661727714285714,16.864264285714285,17.32875057142857,10.425312285714284,12.231794857142857,10.966975571428572,10.005154000000001,7.7102970000000015,7.32662242857143,7.231984714285715,5.674472142857143,2.1335858571428568,0.80918
01015,0.0,0.0,0.0,0.0,0.0,0.0,0.13335242857142857,0.013756285714285716,0.0,0.06753100000000001,0.5687574285714285,0.3861504285714286,0.6756905714285715,0.5752224285714286,0.8861252857142857,1.1012199999999999,0.723071,0.04210528571428572,0.2811925714285714,0.5243552857142857,1.0158888571428573,0.8627864285714287,0.9130694285714285,4.840442142857143,3.9648201428571426,4.976681714285715,5.939234999999999,7.725607428571428,6.244426714285714,5.735109428571428,5.580158285714286,6.818667857142857,6.375251285714285,8.560487285714286,5.951675428571429,3.536870285714286,3.6771321428571433,5.8722901428571435,5.747672285714286,5.307472714285714,3.163351285714285,4.440531857142857,5.1389949999999995,5.289334142857143,8.132873428571427,9.689360714285714,9.464631714285716,9.539318285714286,12.866028428571429,9.636579000000001,4.138097428571428,3.6243215714285717,4.878411857142858,3.2247860000000004,4.622781571428571,3.2894035714285716,2.988098571428572,1.970428857142857,1.2180935714285714,1.1912296666666666
01017,0.0,0.0,0.0,0.0,0.0,0.2756888571428571,0.9000394285714287,0.0,0.1551642857142857,0.4394765714285715,1.6534245714285716,3.5125950000000006,1.1148087142857146,0.288285,3.3300645714285713,4.768798571428571,1.1207907142857143,1.5187015714285717,5.850994,3.6163942857142852,6.690425285714285,9.100037,10.07653857142857,10.259939714285716,9.581354285714285,6.949460142857143,9.499584857142858,9.98526142857143,10.145383142857142,6.469180142857143,5.666658571428571,7.5218941428571435,8.263156,9.274661142857143,5.0067521428571435,4.298316857142857,3.458080285714286,6.267137142857143,7.374568714285715,7.638967285714286,9.527372714285715,13.530190428571428,11.519649000000001,7.7640718571428575,8.314803714285715,4.281692285714286,9.452160428571428,12.686096428571428,18.742366428571426,14.323398,8.612439714285715,8.187025285714286,6.399896142857143,5.598553428571429,4.833869428571428,4.230291857142857,3.306615571428572,3.177095285714285,1.417411857142857,0.9605396666666667
