FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11
35001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,3.258096538021482,4.110873864173311,4.6913478822291435,5.3230099791384085,4.787491742782046,4.962844630259907,5.3612921657094255,5.117993812416755,4.969813299576001,4.77912349311153,5.017279836814924,4.709530201312334,4.672828834461906,4.700480365792417,5.43372200355424,5.963579343618446,6.320768294250582,6.569481420414296,6.459904454377535,6.1779441140506,5.666426688112432,5.43372200355424,5.337538079701318,5.5093883366279774,5.099866427824199,4.61512051684126,5.075173815233827,5.4116460518550396,6.013715156042802,6.6240652277998935,7.098375638590786,7.197435354096591,7.317212408359839,7.526717561352706,7.901377353792616,8.219864741912652,8.381373468273702,7.614312146452,7.918992488165245,8.100464891029363,7.70796153183549,7.6783263565068856,7.934513463882263,7.601901959875166,7.249925536717988,7.317212408359839,6.952728644624869,6.881411303642535,6.437751649736401,6.54534966033442,6.400257445308821,6.251903883165888,6.095824562432225,6.102558594613569,6.131226489483141,6.104793232414985,6.297109319933935
35003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,2.3978952727983707,1.0986122886681098,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.0,0.0,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098
35005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,1.791759469228055,1.6094379124341003,1.0986122886681098,0.0,0.0,1.3862943611198906,1.0986122886681098,1.6094379124341003,2.302585092994046,1.791759469228055,1.6094379124341003,2.0794415416798357,2.70805020110221,3.4965075614664802,3.871201010907891,3.6109179126442243,4.143134726391533,4.477336814478207,4.465908118654584,4.5217885770490405,4.382026634673881,4.465908118654584,4.663439094112067,4.770684624465665,4.564348191467836,4.912654885736052,5.1647859739235145,5.204006687076795,5.313205979041787,5.351858133476067,5.3612921657094255,5.817111159963204,6.302618975744905,6.541029999189903,6.386879319362645,6.137727054086234,6.07993319509559,6.049733455231958,5.765191102784844,5.840641657373398,5.991464547107982,5.796057750765372,5.393627546352362,5.241747015059643,4.812184355372417,5.123963979403259,3.8918202981106265,4.204692619390966,3.7376696182833684,2.995732273553991,3.091042453358316,2.995732273553991,3.258096538021482,2.772588722239781,3.713572066704308
35006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.302585092994046,2.4849066497880004,2.1972245773362196,1.791759469228055,3.1780538303479458,3.1354942159291497,2.70805020110221,3.044522437723423,2.833213344056216,2.995732273553991,3.1780538303479458,2.3978952727983707,2.5649493574615367,3.1780538303479458,2.772588722239781,2.4849066497880004,3.4965075614664802,3.713572066704308,3.367295829986474,2.8903717578961645,2.4849066497880004,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.6094379124341003,2.70805020110221,3.091042453358316,2.70805020110221,3.4339872044851463,4.143134726391533,4.564348191467836,4.836281906951478,5.1647859739235145,4.844187086458591,4.61512051684126,4.990432586778736,4.852030263919617,4.574710978503383,4.477336814478207,4.727387818712341,4.770684624465665,4.2626798770413155,4.143134726391533,3.4965075614664802,4.04305126783455,3.6635616461296463,3.6375861597263857,3.1354942159291497,3.367295829986474,3.044522437723423,2.833213344056216,1.6094379124341003,2.0794415416798357,2.995732273553991,2.6390573296152584
35007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,1.6094379124341003,0.0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,0.0,1.0986122886681098,0.6931471805599453,2.302585092994046,3.258096538021482,3.871201010907891,3.970291913552122,3.6635616461296463,3.5263605246161616,3.871201010907891,2.3978952727983707,3.4011973816621555,3.7376696182833684,3.4657359027997265,2.995732273553991,2.8903717578961645,2.5649493574615367,2.4849066497880004,1.6094379124341003,2.772588722239781,0.0,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.9459101490553132
35009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,1.9459101490553132,2.3978952727983707,2.3978952727983707,1.6094379124341003,1.9459101490553132,2.302585092994046,2.70805020110221,3.4339872044851463,3.332204510175204,3.9889840465642745,4.04305126783455,3.9889840465642745,4.02535169073515,4.624972813284271,4.406719247264253,3.912023005428146,3.8066624897703196,3.4339872044851463,3.6375861597263857,2.833213344056216,2.8903717578961645,3.8501476017100584,4.736198448394496,4.804021044733257,4.941642422609304,5.327876168789581,5.087596335232384,5.53338948872752,5.707110264748875,5.634789603169249,5.631211781821365,5.303304908059076,5.318119993844216,5.111987788356544,4.844187086458591,5.4680601411351315,5.236441962829949,5.2574953720277815,4.969813299576001,4.48863636973214,3.6635616461296463,4.0943445622221,3.6635616461296463,3.6109179126442243,3.367295829986474,3.295836866004329,3.091042453358316,3.6109179126442243,2.5649493574615367,1.9459101490553132,2.3978952727983707
35011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,2.6390573296152584,2.1972245773362196,1.6094379124341003,1.3862943611198906,1.791759469228055,2.4849066497880004,0.0,1.3862943611198906,1.9459101490553132,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0
35013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.791759469228055,3.044522437723423,3.1354942159291497,3.7612001156935624,3.7612001156935624,3.970291913552122,4.330733340286331,4.477336814478207,4.499809670330265,4.584967478670572,4.465908118654584,4.007333185232471,5.123963979403259,5.420534999272286,5.648974238161206,5.736572297479192,5.634789603169249,5.3471075307174685,5.476463551931511,5.303304908059076,4.394449154672439,4.736198448394496,4.875197323201151,4.330733340286331,4.574710978503383,5.332718793265369,5.575949103146316,5.996452088619021,6.406879986069314,6.715383386334681,7.15305163493748,7.237059026124737,7.232733136177615,7.232010331664759,7.195187320178709,6.802394763324311,6.684611727667927,6.616065185132817,6.837332814685591,6.641182169740591,6.901737206656574,6.913737350659685,6.5638555265321274,6.349138991379798,6.16541785423142,6.102558594613569,6.023447592961033,5.849324779946859,5.683579767338681,5.43372200355424,5.631211781821365,5.3230099791384085,5.342334251964811,5.214935757608986,5.209486152841421
35015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,2.1972245773362196,2.772588722239781,1.6094379124341003,2.70805020110221,3.58351893845611,3.58351893845611,3.5553480614894135,3.784189633918261,3.4011973816621555,3.828641396489095,4.2626798770413155,3.912023005428146,4.219507705176107,4.532599493153256,3.784189633918261,4.204692619390966,4.6913478822291435,4.709530201312334,4.718498871295094,4.962844630259907,5.288267030694535,5.147494476813453,5.493061443340548,5.786897381366708,6.0112671744041615,5.786897381366708,5.272999558563747,5.777652323222656,6.018593214496234,5.707110264748875,5.703782474656201,5.634789603169249,5.918893854273146,5.54907608489522,5.420534999272286,5.0238805208462765,4.465908118654584,4.174387269895637,4.430816798843313,4.248495242049359,3.58351893845611,3.8918202981106265,3.6888794541139363,3.295836866004329,3.332204510175204,3.295836866004329
35017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,2.302585092994046,2.70805020110221,2.833213344056216,1.0986122886681098,1.3862943611198906,0.0,1.3862943611198906,1.0986122886681098,2.0794415416798357,2.3978952727983707,2.3978952727983707,2.3978952727983707,2.302585092994046,2.5649493574615367,2.8903717578961645,3.091042453358316,2.6390573296152584,3.5553480614894135,3.9889840465642745,4.624972813284271,4.248495242049359,4.204692619390966,4.1588830833596715,4.174387269895637,4.248495242049359,4.465908118654584,4.532599493153256,4.584967478670572,4.127134385045092,3.784189633918261,4.060443010546419,4.127134385045092,3.6635616461296463,3.5263605246161616,3.332204510175204,3.7612001156935624,3.4011973816621555,2.995732273553991,3.1354942159291497,3.091042453358316,2.70805020110221
