FIPS,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26
08001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,2.0794415416798357,4.394449154672439,5.41610040220442,5.60947179518496,5.707110264748875,6.0112671744041615,6.059123195581797,6.163314804034641,5.91350300563827,5.638354669333745,5.908082938168931,5.793013608384144,5.176149732573829,4.962844630259907,5.3981627015177525,5.43372200355424,5.983936280687191,5.82600010738045,6.1675164908883415,3.9512437185814275
08003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,0.0,2.6390573296152584,2.6390573296152584,2.772588722239781,2.9444389791664403,2.772588722239781,3.258096538021482,3.7612001156935624,3.2188758248682006,2.772588722239781,1.3862943611198906,1.0986122886681098,2.4849066497880004,0.0
08005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,3.4011973816621555,5.099866427824199,5.8522024797744745,6.100318952020064,6.214608098422191,6.371611847231857,6.295266001439646,6.401917196727186,6.049733455231958,5.926926025970411,5.786897381366708,5.60947179518496,5.087596335232384,4.890349128221754,5.327876168789581,5.308267697401205,5.697093486505405,5.8944028342648505,6.173786103901937,4.2626798770413155
08007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.791759469228055,1.9459101490553132,0.6931471805599453
08009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367295829986474,3.9889840465642745,4.248495242049359,4.5217885770490405,4.564348191467836,5.043425116919247,5.003946305945459,4.709530201312334,4.356708826689592,4.477336814478207,3.9318256327243257,3.6109179126442243,3.9889840465642745,5.093750200806762,4.77912349311153,4.394449154672439,4.442651256490317,4.74493212836325,4.812184355372417,3.044522437723423
08014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,3.332204510175204,3.4011973816621555,3.295836866004329,3.5263605246161616,3.332204510175204,3.4657359027997265,2.6390573296152584,2.3978952727983707,2.772588722239781,2.833213344056216,2.3978952727983707,2.5649493574615367,2.6390573296152584,3.044522437723423,3.367295829986474,2.833213344056216,2.995732273553991,1.3862943611198906
08015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.1972245773362196,2.302585092994046,1.9459101490553132,2.1972245773362196,3.367295829986474,0.0,0.0,0.0,0.0,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,2.70805020110221,4.762173934797756,3.4965075614664802,3.5263605246161616
08017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
08019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,1.6094379124341003,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0
08021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,1.9459101490553132,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0
08023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.9459101490553132,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0
08025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,0.0,2.8903717578961645,1.9459101490553132,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
08027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0
08029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.5649493574615367,1.9459101490553132,3.091042453358316,1.791759469228055,0.0,2.302585092994046,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,2.4849066497880004,0.0
